Source,Target,Tweet Type
wahyuhidayatt__,tech_lagi,retweet
emanuel06503146,gomescavalero,retweet
thisisafroo,tech_lagi,retweet
xionrookie,davidalfonso205,retweet
reuskov,derrotdevi,retweet
korotinh0,derrotdevi,retweet
sendo_ontario,talvezricas,retweet
rodrigo12683206,ufoatom,retweet
txiago99,g1,retweet
_summum,ayrtonytomasi,retweet
lucianoxl1,talvezricas,retweet
yasminvtnc12,derrotdevi,retweet
ysakkkk,derrotdevi,retweet
theo_rco,shxnku,retweet
peng_nyo,tech_lagi,retweet
firedboreham,matheusdaring_,retweet
guilherme9crf,talvezricas,retweet
sarahjclark__,hypex,retweet
yasminvtnc12,talvezricas,retweet
caixadesapatao,poxarog,retweet
nicoparedes91,enevda__,retweet
gorkachikibeibi,el_lolesmivida,retweet
palaces_,luxusz_,retweet
bigbootss,matheusdaring_,retweet
luanlcv,lucassbivar,retweet
montijjo,poxarog,retweet
sean91349464,gtaonlinenews,retweet
jdelhaq_,tech_lagi,retweet
pinarellojoel,porquetendencia,retweet
bigbootss,bruhitsbigsam,retweet
bigheadbase,_fivem,retweet
dr4gonfirex,sayorijoestar,retweet
montijjo,willymouram,retweet
guilherme9crf,eusouosena,retweet
dalonsozr,sayorijoestar,retweet
sr_azevedo69,adeh_olive,retweet
rafhael_krauze,derrotdevi,retweet
samsaadh,linustech,retweet
darien_lepper,g1,retweet
guilherme9crf,poxarog,retweet
bigbootss,vraxooo,retweet
lgxawesomekid,i_am_wildcat,retweet
ayeitzgillie,nrggg,retweet
cyri81,riccio_valerio,retweet
alangxr,sayorijoestar,retweet
kibi_tiquili,lordruffles,retweet
fxkn_carlos,linustech,retweet
dzulhelmi32,linustech,retweet
dxxgof,davidalfonso205,retweet
fareezharizme_,tech_lagi,retweet
montijjo,gomescavalero,retweet
iqblhkmi9,tech_lagi,retweet
arkander,michaelpcmaster,retweet
lupidotmy,tech_lagi,retweet
rafhael_krauze,lucassbivar,retweet
ahnobre,felipefn18,retweet
rafhael_krauze,poxarog,retweet
jooavt,derrotdevi,retweet
patrickjouguet,andernics,retweet
moodllyy,derrotdevi,retweet
umerth0w,david_leavitt,retweet
juannmrtzz,jihonelfacundo,retweet
bokinhajr94,cesarotos,retweet
zulhafizdanial,tech_lagi,retweet
adam_0601,tech_lagi,retweet
pledu_,eusouosena,retweet
totiramrez,sayorijoestar,retweet
aydashtee,bolotacmcompota,retweet
alejgonzalezgz,jihonelfacundo,retweet
zxhenrick,derrotdevi,retweet
rafhael_krauze,willymouram,retweet
alegabriel00,talvezricas,retweet
skarz65879316,eltomex56,retweet
dloadingyy,talvezricas,retweet
luuscaax,g1,retweet
jofrik99,eusouosena,retweet
duq_bnp,engadgetjp,retweet
faiz_wanothman,linustech,retweet
faizzafendi,tech_lagi,retweet
rafhael_krauze,moonlightmuh,retweet
drakeaustin13,i_am_wildcat,retweet
fds_dioclin,g1,retweet
nicolas44754484,porquetendencia,retweet
rafhael_krauze,d_sasakii_,retweet
alejgonzalezgz,pelonplays,retweet
_inwss,carlito__22,retweet
zxhenrick,talvezricas,retweet
bobobob45536193,sayorijoestar,retweet
syazwawawawan,tech_lagi,retweet
luuscaax,derrotdevi,retweet
opedrogonca,talvezricas,retweet
tbassist7,engadgetjp,retweet
tomasduart3e,martimsdreis,retweet
_arualana,derrotdevi,retweet
joao7013,eusouosena,retweet
yutazkiaaa,rednesia,retweet
comimelkkk,derrotdevi,retweet
kessler_rap,chollometro,retweet
4g00tenn,derrotdevi,retweet
henriquemcs30,eusouosena,retweet
_brunoalves4,eusouosena,retweet
stargirl396,navarreteytzel,retweet
asrinamukhelas_,tech_lagi,retweet
adamaceyt,hypex,retweet
aydashtee,linustech,retweet
pittymoon,lordruffles,retweet
ortzimuga3,3djuegos,retweet
ale_walang17,d_sasakii_,retweet
moodllyy,kdutheviw,retweet
miner_lobo,navarreteytzel,retweet
livmafra_,moonlightmuh,retweet
j_carlog,3djuegos,retweet
nelsonlouro21,talvezricas,retweet
hamzybuilds,linustech,retweet
jonathan_renz10,derrotdevi,retweet
codigosecreto14,kdutheviw,retweet
crvg_b1,derrotdevi,retweet
kokakolagoxtoza,poxarog,retweet
luzasteria,tech_lagi,retweet
daniela_fm99,eusouosena,retweet
youruins,engadgetjp,retweet
crvg_b1,d_sasakii_,retweet
diogo_pedreiro,talvezricas,retweet
guerreirzz,eusouosena,retweet
zahirulshafiq,tech_lagi,retweet
ale_walang17,moonlightmuh,retweet
kokakolagoxtoza,willymouram,retweet
chxgvy,theorus_,retweet
djlkdecg397,vinisz__,retweet
tduartepl,derrotdevi,retweet
_helder_morais,derrotdevi,retweet
wikocy,jvcom,retweet
thiagotxa,poxarog,retweet
enzo_andriotti,g1,retweet
ndrade32,lordruffles,retweet
law171,mosquep3,retweet
law171,nvidiagfn,retweet
law171,epicgames,retweet
law171,nvidiagfn,retweet
law171,rockstargames,retweet
singingmylife__,talvezricas,retweet
montijjo,lt_cherry7,retweet
ysrzn,tech_lagi,retweet
podjinn,derrotdevi,retweet
tduartepl,talvezricas,retweet
montijjo,vinihzv,retweet
camilortegon983,hypex,retweet
guilherme_apbff,eusouosena,retweet
dporonguin,porquetendencia,retweet
amiana_29,phafonso1994,retweet
shotoftn,riccio_valerio,retweet
affzaly,derrotdevi,retweet
_rrmnigo95,linustech,retweet
polkkkkkkkk,derrotdevi,retweet
cmi2052,bolotacmcompota,retweet
x_briitoo_x,equescrl,retweet
dan_dbt,carlito__22,retweet
melqzin,derrotdevi,retweet
vlnixpg,dryan2018,retweet
darkw0lf21,i_am_wildcat,retweet
amiana_29,kaiozinhon,retweet
paywennn,nvidiagfn,reply
nesukaru,derrotdevi,retweet
cmi2052,iam_johnw,retweet
accel_goldo,indiekings,retweet
sissypyee,i_am_wildcat,retweet
nicolas690_,gustavo90916809,retweet
dasenft,miyawakidinades,retweet
thekainnemesis,indiekings,retweet
goncalomiguel6,eusouosena,retweet
parthberi1,hypex,retweet
sofiizocaa,derrotdevi,retweet
amshfe,matheusdaring_,retweet
izwdro,lucassbivar,retweet
yakkohan18,engadgetjp,retweet
turbinho_,derrotdevi,retweet
kayatovl,shxnku,retweet
izwdro,moonlightmuh,retweet
redd_a_wolf,iam_johnw,retweet
noahandreu24,sayorijoestar,retweet
aerozreal,i_am_wildcat,retweet
izwdro,poxarog,retweet
pxrchyl,deusculpa,retweet
caiogaigher,dryan2018,retweet
isafaxx,g1,retweet
vagnerfbr,talvezricas,retweet
bung_nopal,matheusdaring_,retweet
yanmaurits,g1,retweet
nayaracrf9,derrotdevi,retweet
munirmariano,derrotdevi,retweet
jaldonjuan,ilcapodilpeo,retweet
leand0err,derrotdevi,retweet
regularshws,talvezricas,retweet
turbozera,derrotdevi,retweet
kessya_gb,talvezricas,retweet
kenvick107,linustech,retweet
jequittetrash1,rockstar_actu,retweet
rafaelwalkerjm_,poxarog,retweet
seinshouf,enzoonepatate,retweet
ivangdlm,michaelpcmaster,retweet
regularshws,lucassbivar,retweet
turbinho_,talvezricas,retweet
regularshws,poxarog,retweet
freddieuwu,sayorijoestar,retweet
felipehgreghi,g1,retweet
pacocadoamor,derrotdevi,retweet
avonzer,ian_archery,retweet
__joana__15__,derrotdevi,retweet
ptitfrosh,theorus_,retweet
hanifwish,myaksiz,retweet
gabrielgbo1707,g1,retweet
guechmooooo,carlito__22,retweet
kuboxxik,iam_johnw,retweet
luuiishenrique1,talvezricas,retweet
gabrielgbo1707,derrotdevi,retweet
mercury0kb,sayorijoestar,retweet
thibshl,theorus_,retweet
ggukculte,derrotdevi,retweet
figurantegenri1,derrotdevi,retweet
ludskk,poxarog,retweet
fudidodocarai,moonlightmuh,retweet
alvaritobm19,jihonelfacundo,retweet
homieze,linustech,retweet
gabrielgbo1707,talvezricas,retweet
yakkohan8,engadgetjp,retweet
ludskk,moonlightmuh,retweet
alvaritobm19,pelonplays,retweet
iantoones,derrotdevi,retweet
lucasv_xvii,el_lolesmivida,retweet
tduartepl,anauhts,retweet
fenfaris,nrggg,retweet
bryanhellard,verge,retweet
marinamalves1,derrotdevi,retweet
luuiishenrique1,poxarog,retweet
stevelh_93,riccio_valerio,retweet
celeecuretti,lucasscasco,retweet
kessya_gb,derrotdevi,retweet
fabrire_420,sayorijoestar,retweet
le0_mtea,vtuberdcd,retweet
le0_mtea,engadgetjp,retweet
rochaaa1998,eusouosena,retweet
g4bri3lgusm4o,derrotdevi,retweet
jakinhoap,kayofelipebr,retweet
leonardo_a07,derrotdevi,retweet
duekzknight,sayorijoestar,retweet
kit_senpai,hypex,retweet
euzinhaawn,gustavo90916809,retweet
mostafa_torky,rockstar7games,retweet
isabell00714539,derrotdevi,retweet
izubilu,lucasrocha365,retweet
adeen_san,linustech,retweet
teranfacundo,porquetendencia,retweet
duartesilva410,eusouosena,retweet
freddieuwu,miyawakidinades,retweet
opacelly_,lt_cherry7,retweet
polakolol,vinihzv,retweet
inlastaw,tech_lagi,retweet
ocaiocoutinho,g1,retweet
rrafaelzz,derrotdevi,retweet
manuelkoppe,bruno_8893,retweet
antoineblettery,theorus_,retweet
nicoromagnoly,porquetendencia,retweet
isabell00714539,talvezricas,retweet
wazoelbogosito,monkey_d_rayan9,retweet
_aazibmelon,tech_lagi,retweet
leonardo_a07,lucasrocha365,retweet
titanmpolo,derrotdevi,retweet
freddieuwu,davidalfonso205,retweet
luuiishenrique1,anauhts,retweet
leandrocano07,sayorijoestar,retweet
ritadelmonteiro,hypex,retweet
waveformshouts,xgalax_e,retweet
bras9sld,lucassbivar,retweet
yanmaurits,kdutheviw,retweet
kou_0731,engadgetjp,retweet
tajcomo,derrotdevi,retweet
emilianorobaina,porquetendencia,retweet
henripagnan,talvezricas,retweet
kiernanlavi,lucassbivar,retweet
jotaboce,g1,retweet
aloysiushum,linustech,retweet
fckervass,g1,retweet
teomann57,jvcom,retweet
uptogabi,g1,retweet
malai_cpv,lucassbivar,retweet
ijerxx_,el_lolesmivida,retweet
g4bri3lgusm4o,talvezricas,retweet
bielsereia,d_sasakii_,retweet
ipandagreat,tech_lagi,retweet
solamentedudas,porquetendencia,retweet
jstndrewbr,g1,retweet
nc_flemis,derrotdevi,retweet
j_simaozinho,dryan2018,retweet
baphometoy,derrotdevi,retweet
p0liwhirl,vraxooo,retweet
khairunnas_28,linustech,retweet
johngilbert07,moonlightmuh,retweet
jstndrewbr,derrotdevi,retweet
freddieuwu,el_lolesmivida,retweet
p0liwhirl,matheusdaring_,retweet
arfazulk,tech_lagi,retweet
joshbeauany,derrotdevi,retweet
matheus_azzis,derrotdevi,retweet
izwdro,lt_cherry7,retweet
mrwyller,derrotdevi,retweet
thalissonflu,sinxplays,reply
izwdro,vinihzv,retweet
freddieuwu,zone_beatbox,retweet
sccp_marceloo,derrotdevi,retweet
berd1607,sayorijoestar,retweet
daniel_niezam,tech_lagi,retweet
mthscz,porquetendencia,retweet
cerocrew1,jihonelfacundo,retweet
susanafbrm,g1,retweet
___aleexia,theorus_,retweet
dborah_freire,vinisz__,retweet
joshbeauany,talvezricas,retweet
_vabu_,luis__barros,retweet
joedirty0318,hypex,retweet
rizowalla_,sinxplays,reply
osmo_7777,i_am_wildcat,retweet
connorbartley11,i_am_wildcat,retweet
mrwyller,talvezricas,retweet
ousadozen,g1,retweet
holawalterlee,sayorijoestar,retweet
alatienneph,ka2dalil,retweet
jonti_75,miyawakidinades,retweet
onethena_,theorus_,retweet
gcebollin,sayorijoestar,retweet
geeeh52031025,derrotdevi,retweet
andrei38819443,hypex,retweet
juanromanllanc2,porquetendencia,retweet
geeeh52031025,g1,retweet
joogabriellind2,derrotdevi,retweet
vitimvargas,derrotdevi,retweet
tutuezin08,derrotdevi,retweet
geeeh52031025,talvezricas,retweet
jesi_delg,sayorijoestar,retweet
zeiko48175502,meme_sucks,retweet
wrthecherrys,derrotdevi,retweet
fourth_art,poxarog,retweet
chacin_jose23,3djuegos,retweet
seebaa_m,ayrtonytomasi,retweet
gqmarques,moonlightmuh,retweet
euzinhaawn,gomescavalero,retweet
chiharu_yojimbo,engadgetjp,retweet
vitimvargas,lucassbivar,retweet
frcet2,sayorijoestar,retweet
geeeh52031025,d_sasakii_,retweet
joelrodrigo23,navarreteytzel,retweet
fandomslife67,linustech,retweet
vitimvargas,moonlightmuh,retweet
_helder_morais,poxarog,retweet
nuraz_wawa,tech_lagi,retweet
hoqqycs,derrotdevi,retweet
djgiebmeyert,talvezricas,retweet
vitimvargas,d_sasakii_,retweet
daec1610,davidalfonso205,retweet
geeeh52031025,gomescavalero,retweet
iqbal_ibrahim10,tech_lagi,retweet
metalerogay,derrotdevi,retweet
ezeealtamiranob,sayorijoestar,retweet
igormignone,talvezricas,retweet
_afonso_215,eusouosena,retweet
alvarogiler,nyia_,retweet
lealcrf94,imthedouglas,retweet
wilkindead,theorus_,retweet
jena_paliliunas,sayorijoestar,retweet
razroad,lordruffles,retweet
giovanabanan4,derrotdevi,retweet
miterbarbiche,theorus_,retweet
yuriteiies,gomescavalero,retweet
binrato7,derrotdevi,retweet
hoqqycs,lucassbivar,retweet
_helder_morais,anauhts,retweet
gavassiprincess,poxarog,retweet
dhughes,barnacules,reply
telekata,el_lolesmivida,retweet
mohaso01,numerama,retweet
dxn3__,d_sasakii_,retweet
geeky_peeky,linustech,retweet
rounen_fist_05,sayorijoestar,retweet
guilermebfr,ju_odr,reply
rubenicho,miyawakidinades,retweet
mei_jinlian,g1,retweet
pollitovillagra,sayorijoestar,retweet
paanjr,_fivem,retweet
adriellarraburu,porquetendencia,retweet
sweetxchimmy,derrotdevi,retweet
sinikderler,webtekno,reply
fobiade_kpop3rs,derrotdevi,retweet
greenlight_tomo,engadgetjp,retweet
celmisiasart,matheusdaring_,retweet
zeik__,tech_lagi,retweet
aninhamotta06,derrotdevi,retweet
matzterh,linustech,retweet
marr0te,puts_caii,retweet
alcamperoshaark,miyawakidinades,retweet
sizakikasura,derrotdevi,retweet
cainan666,epicgamesbr,reply
cainan666,nerdbunker,retweet
fobiade_kpop3rs,talvezricas,retweet
rynat5,bolotacmcompota,retweet
shafiqqfferdaus,tech_lagi,retweet
martin061299,miyawakidinades,retweet
m4rui,d_sasakii_,retweet
tduartepl,felipefn18,retweet
dyoungcoffee,anauhts,retweet
razorsharpgears,g1,retweet
lnsefo,poxarog,retweet
luffyskye,tech_lagi,retweet
hazardousnevada,justinalexp,retweet
bruhitszaki,i_am_wildcat,retweet
_thugnug_,el_onkro,retweet
guicintras,derrotdevi,retweet
mainmalzah2013,derrotdevi,retweet
sthykills_,iam_johnw,retweet
leandrocorrea84,tuxdepano,retweet
leandrocorrea84,afmachado,retweet
ayrtomate,porquetendencia,retweet
delicatpetals,derrotdevi,retweet
normalpromir,derrotdevi,retweet
daec1610,_katt_mo,retweet
siltoman,sayorijoestar,retweet
iv_rift,hypex,retweet
edingggg,tech_lagi,retweet
koelhosincero,derrotdevi,retweet
w1ld_b0rn,eusouosena,retweet
baddavyd,derrotdevi,retweet
leticia_mdf,lucassbivar,retweet
silverdpony,derrotdevi,retweet
amiranuar99,tech_lagi,retweet
pipichino2,eltomex56,retweet
magalhaes_vh,talvezricas,retweet
josefresende,talvezricas,retweet
imcyberlazy,alvoradagames,retweet
pablososa54,miyawakidinades,retweet
arcaneelix,talvezricas,retweet
gerfisson1,derrotdevi,retweet
hafiziazmi_,tech_lagi,retweet
pancho_giordano,el_lolesmivida,retweet
piqshim,tech_lagi,retweet
felipeyukii,derrotdevi,retweet
notrito_,riccio_valerio,retweet
mateogerry1,sayorijoestar,retweet
mourinhismo1902,ayrtonytomasi,retweet
amdyuti,tech_lagi,retweet
_letscarvalho,talvezricas,retweet
hafidzhatta,tech_lagi,retweet
bricewst_,riccio_valerio,retweet
justlkthat,talvezricas,retweet
vincent_silv,talvezricas,retweet
thelink194,sayorijoestar,retweet
knl_srrs,carlito__22,retweet
farzalsays,farzalsays,retweet
tomatapamagal71,derrotdevi,retweet
scarymonster_sc,fred_ssc,retweet
arturoloucel,sayorijoestar,retweet
eltonamvsbr,derrotdevi,retweet
josefresende,poxarog,retweet
shad0wl0rd001,el_lolesmivida,retweet
colby_under,i_am_wildcat,retweet
satancio1,derrotdevi,retweet
rachelleshamine,bruhitsbigsam,retweet
nurinaim,tech_lagi,retweet
facureexs,ayrtonytomasi,retweet
goncalo_vieira_,eusauken,retweet
vagneralve_s,derrotdevi,retweet
dannigomez1610,playeronetyc,retweet
konoluscoda,derrotdevi,retweet
manuelkoppe,miyawakidinades,retweet
offsaint7,moonlightmuh,retweet
lf_falcao,talvezricas,retweet
brito_002,lucasrocha365,retweet
anaayon22,sayorijoestar,retweet
cs526caio,anauhts,retweet
vilapupu,verge,retweet
twtadib,tech_lagi,retweet
abstraitwolf,verge,retweet
felipeyukii,talvezricas,retweet
cs526caio,puts_caii,retweet
estanis_lopez,porquetendencia,retweet
mysaddestiny,talvezricas,retweet
daniel_fcb_1899,_katt_mo,retweet
salo_52,porquetendencia,retweet
gildasiojunior9,poxarog,retweet
arthurduhot,theorus_,retweet
nk_grimm,anauhts,retweet
nerxydood,indiekings,retweet
hoqqycs,d_sasakii_,retweet
stormagicx,derrotdevi,retweet
https_thalita,moonlightmuh,retweet
texeiradarwin,davidalfonso205,retweet
sii_4_,matheusdaring_,retweet
jfs07,derrotdevi,retweet
young_baka,derrotdevi,retweet
rdfzks,riccio_valerio,retweet
kaualnz,derrotdevi,retweet
belekmoon,rednesia,retweet
scherereduardo,pauloheiden,retweet
figueiredoo9,derrotdevi,retweet
msr_malfoy7,sztywnypatyyk,retweet
brunorheiss,moonlightmuh,retweet
ue_mia,flagie15,retweet
carol_diazs,g1,retweet
pixiposfriends,eusouosena,retweet
kocillaa,ksiadzwiesiu,reply
h8rks,verge,retweet
luwheo,poxarog,retweet
mawrinea,lucassbivar,retweet
yleonardoy,derrotdevi,retweet
luwheo,moonlightmuh,retweet
facuelrayo1000,porquetendencia,retweet
baninbruno,thaay1003,retweet
h8rks,matheusdaring_,retweet
me_v_tr,theorus_,retweet
nk_grimm,lucasrocha365,retweet
h8rks,bruhitsbigsam,retweet
janetparra123,sayorijoestar,retweet
ysakkkk,poxarog,retweet
thembns,lucasrocha365,retweet
diego_rse,theorus_,retweet
h8rks,vraxooo,retweet
samuell_crf,kdutheviw,retweet
silvamarkulino,eusouosena,retweet
bkrealshinobi,derrotdevi,retweet
ysakkkk,lucasrocha365,retweet
rolf_gs,sayorijoestar,retweet
pedrinh67718665,derrotdevi,retweet
ianvillenariver,miyawakidinades,retweet
dantepaolo3,advystyles,reply
jcvalcante1,talvezricas,retweet
lauravaloisc,willymouram,retweet
vitorwagner69,poxarog,retweet
dezzivfx,i_am_wildcat,retweet
rosamelrubiuh,miyawakidinades,retweet
pozos_kevin,miyawakidinades,retweet
janetparra123,miyawakidinades,retweet
salvadornakata2,eusouosena,retweet
vitorwagner69,anauhts,retweet
gabr1el_rl,sayorijoestar,retweet
damnrenan,derrotdevi,retweet
makyoslash,engadgetjp,retweet
marian0lima,derrotdevi,retweet
nico__gonzalo,luxusz_,retweet
jonnymccartney,tecnogaming,retweet
derickcaires_,alvoradagames,retweet
nijoeli_x,linustech,retweet
ea_mimipo,g1,retweet
i_swear_33,iam_johnw,retweet
cris_bacelar13,derrotdevi,retweet
rrrrrreyerotico,davidalfonso205,retweet
thzeraa,derrotdevi,retweet
zedasix,kaorimavie,retweet
elmartynveliz,jihonelfacundo,retweet
zaethix,linustech,retweet
iskandar_dar,tech_lagi,retweet
gustavo68128758,derrotdevi,retweet
papalpalpal,tech_lagi,retweet
vincentcitojaja,matheusdaring_,retweet
jackthetaizai,sayorijoestar,retweet
zekee_c,porquetendencia,retweet
marcosezju,derrotdevi,retweet
exoghost,duskyyboi,reply
exoghost,iiweirdness,retweet
h8rks,captainveggy,retweet
afmachado,leandrocorrea84,retweet
afmachado,tuxdepano,retweet
afmachado,afmachado,retweet
thzeraa,talvezricas,retweet
suedleoname,ravhena_,retweet
kaua_clayton,talvezricas,retweet
furoresusenpai,i_am_wildcat,retweet
bodao1911,alvoradagames,retweet
dibuat_hijau,tech_lagi,retweet
elmartynveliz,sayorijoestar,retweet
eii_theflash,willymouram,retweet
mhdhakimi122,tech_lagi,retweet
duduquadra2,poxarog,retweet
ftcastellarnau,porquetendencia,retweet
arteyoongi,talvezricas,retweet
99pevic,g1,retweet
janetparra123,ayrtonytomasi,retweet
otaldomarcosh,nerdsdagalaxiaa,retweet
arteyoongi,derrotdevi,retweet
arikn_,talvezricas,retweet
fgui12_sam,derrotdevi,retweet
_discostik,talvezricas,retweet
costamateus2803,poxarog,retweet
genriqueza462,porquetendencia,retweet
mementoxxi,sbtonline,retweet
mementoxxi,sbt_games,retweet
rubiojnr_,el_lolesmivida,retweet
mfikriaminuddin,tech_lagi,retweet
coeyaz,carolinalicia,retweet
gokugamer34245,youtube,retweet
tamizhie,joaovictor7t,retweet
joaquin15675823,sayorijoestar,retweet
alexmcdf,eusouosena,retweet
razorsharpgears,moonlightmuh,retweet
downbelow_rm309,thewickedlady,retweet
knl_srrs,monkey_d_rayan9,retweet
civoknaj,theorus_,retweet
promo_streams,givemchills,retweet
promo_streams,nemoretweet5,retweet
promo_streams,promo_streams,retweet
promo_streams,tretweets20,retweet
promo_streams,rtsmallstreams,retweet
promo_streams,smallstreamersr,retweet
sharzy720,linustech,retweet
mrdark150,rockstar7games,retweet
gabrielobi1315,moonlightmuh,retweet
bucoc_,alvoradagames,retweet
pereira_ei,netcoregaming,retweet
juanchii_g,porquetendencia,retweet
rubenferreira01,dryan2018,retweet
amadordublador,nerdsdagalaxiaa,retweet
_lenn0n_,hypex,retweet
young_tolkien,derrotdevi,retweet
w3sleeey,derrotdevi,retweet
costamateus2803,felipefn18,retweet
mrsixteenfour,radintales,retweet
syairah_nd,tech_lagi,retweet
fariddd80,tech_lagi,retweet
sch_loic,theorus_,retweet
hvgojorge,talvezricas,retweet
valdscp,derrotdevi,retweet
francis10053747,flagie15,retweet
breninhw,derrotdevi,retweet
dniallee,tech_lagi,retweet
dioogosousa,eusouosena,retweet
byehenryy,snopey_,retweet
juliocesar25629,moonlightmuh,retweet
carlinhosffc_,derrotdevi,retweet
vane03vc,sayorijoestar,retweet
irezcoh,epicgames,retweet
juliocesar25629,d_sasakii_,retweet
jandson__crf,flagie15,retweet
glayzon,jordanstronger7,retweet
nogueirinha05,eusouosena,retweet
janetparra123,chollometro,retweet
montian001,licenciadogeek,retweet
jandson__crf,joaovictor7t,retweet
hyunsides,i_am_wildcat,retweet
juliocesar25629,lucasrocha365,retweet
cmilaoliveiraa,_luishbr,retweet
anon5055,tech_lagi,retweet
monsterdroiid,youtube,retweet
potatof02317873,i_am_wildcat,retweet
littlewellcs,g1,retweet
sanitaaan,vraxooo,retweet
_zrffe,tech_lagi,retweet
juliocesar25629,anauhts,retweet
adhwaxdefeater,tech_lagi,retweet
misagi_yoruya,engadgetjp,retweet
vzlacoin02,el_lolesmivida,retweet
silva4aa,poxarog,retweet
bordkingtv,twitch_south,retweet
jeandzx,monsterdroiid,retweet
jeandzx,youtube,retweet
alwaysnervous_,matheusdaring_,retweet
legitsht_richie,i_am_wildcat,retweet
jujuba976,g1,retweet
pedroquiterio_o,eusouosena,retweet
umarmkhtr,tech_lagi,retweet
ghost81511,lucassbivar,retweet
mrsixteenfour,matheusdaring_,retweet
suhdp_n1,g1,retweet
juliocesar25629,willymouram,retweet
dustinhq93,hypex,retweet
fuckwld_,talvezricas,retweet
cookelife1,derrotdevi,retweet
ahmd_jhr,tech_lagi,retweet
twittaleticia,willymouram,retweet
clxro9k,talvezricas,retweet
gabriel21951975,derrotdevi,retweet
marawisdoes,sayorijoestar,retweet
sckikx,joshknowsnone,reply
sckikx,dolemite18,retweet
sckikx,_afflak_,retweet
indiamaury,theorus_,retweet
cookelife1,talvezricas,retweet
basic_bxcky,bolotacmcompota,retweet
thammiex,lilarrt4,retweet
vane03vc,davidalfonso205,retweet
_gabzx1,metalwave1,reply
_gabzx1,sailorlunaromy,retweet
_gabzx1,xgines16,retweet
_gabzx1,danielcureblac1,retweet
_gabzx1,furefurejulio,retweet
_gabzx1,giovagamerb,retweet
_gabzx1,inmortalxana,retweet
_gabzx1,nachoni2,retweet
_gabzx1,megatatiana3,retweet
_gabzx1,hajimesonic95,retweet
_gabzx1,zatchfrids,retweet
_gabzx1,rutydark,retweet
_gabzx1,firoxartgalaxy,retweet
_gabzx1,keko_marhia,retweet
_gabzx1,rafenton00,retweet
_gabzx1,lameshaxd,retweet
fernandorail,tecnogaming,retweet
rogi_roots,talvezricas,retweet
math__costa,g1,retweet
hpedrozaaa,derrotdevi,retweet
kakaio1112,talvezricas,retweet
luligabi12,derrotdevi,retweet
ale_gonzalezz2,alvoradagames,retweet
brunin_g33,derrotdevi,retweet
albertirenannn,derrotdevi,retweet
suhdp_n1,lucassbivar,retweet
vane03vc,jihonelfacundo,retweet
kresnamuharram,rednesia,retweet
pranav_kundra,verge,retweet
purolixo,derrotdevi,retweet
leexsz_,derrotdevi,retweet
wendyrazo80,monsterdroiid,retweet
wendyrazo80,youtube,retweet
mxnsq,tech_lagi,retweet
viajenif,talvezricas,retweet
off1c1alsharp,i_am_wildcat,retweet
jonatasmirandas,g1,retweet
miguel_lob0,talvezricas,retweet
_stupid_too_,sayorijoestar,retweet
twittaleticia,derrotdevi,retweet
prise36290947,prise36290947,retweet
vpryncetoon,eusouosena,retweet
funnyygir1,derrotdevi,retweet
rosyadianz,rednesia,retweet
chu_b2k,derrotdevi,retweet
rd_tinoco,derrotdevi,retweet
feretereitor2,algajara,retweet
souoresnikov,derrotdevi,retweet
ghostlilith,gameone,retweet
k_andr04,dryan2018,retweet
game_of_rex,hypex,retweet
_miguerl_,kdutheviw,retweet
epasku,bruno_8893,retweet
nutsalrn,linustech,retweet
mfafareez,tech_lagi,retweet
weel_crf,rapmais,retweet
funnyygir1,talvezricas,retweet
americanod0sul,lucassbivar,retweet
nyclustza,derrotdevi,retweet
jean_carlossr,g1,retweet
_juanseryoso,forger2214,reply
_juanseryoso,iskelmoor,retweet
_juanseryoso,rindo_eiji,retweet
_juanseryoso,epicgames,retweet
lightskindw_,derrotdevi,retweet
andrerfonseca,moonlightmuh,retweet
rubolf,riccio_valerio,retweet
nuno_fernando_,talvezricas,retweet
_diogompleal,eusouosena,retweet
kaioucapiroto,talvezricas,retweet
devil_mexicano,derrotdevi,retweet
thekiddsonic,negodofuturo,retweet
stilesmod,derrotdevi,retweet
rsydaan,tech_lagi,retweet
babiszx,derrotdevi,retweet
djeniihboeff,moonlightmuh,retweet
rafavilar5,eusouosena,retweet
weynzo,matheusdaring_,retweet
yagomooreira,joaovictor7t,retweet
luislipefs,derrotdevi,retweet
atos_duarte,derrotdevi,retweet
x_hertt,h2odelirious,retweet
funnyygir1,kdutheviw,retweet
mistersnak3,nibellion,retweet
ghostlilith,jvcom,retweet
______spud,moonlightmuh,retweet
lazaro_peace,sayorijoestar,retweet
stilesmod,talvezricas,retweet
nayteur78,theorus_,retweet
______spud,poxarog,retweet
janetparra123,jihonelfacundo,retweet
mmends_,lucasrocha365,retweet
mariano_g13,nyia_,retweet
mr_edneto,talvezricas,retweet
estefan80352382,comediatododia,retweet
hukabar63,shiinabr,retweet
jonperris,ignlatam,retweet
_marcosins,monsterdroiid,retweet
_marcosins,youtube,retweet
bringel_pedro,anauhts,retweet
elbepi12,miyawakidinades,retweet
janetparra123,epah_que,retweet
elbepi12,ayrtonytomasi,retweet
diogool25524935,eusouosena,retweet
toni_mardani,linustech,retweet
florarangell,derrotdevi,retweet
caroline_garcon,alvoradagames,retweet
elbepi12,sayorijoestar,retweet
m_correia09,talvezricas,retweet
themanfromtheuk,linustech,retweet
victoroliveraf,derrotdevi,retweet
