Source,Target,Tweet Type
candido_manzano,talvezricas,retweet
horius36,dlcompare_fr,retweet
luizfabianoyt,andernics,retweet
matias56703827,eusouosena,retweet
mijml,moonlightmuh,retweet
sadobih,riccio_valerio,retweet
nicotoonz,tomo_,retweet
thejo3d,lucasrocha365,retweet
carthurd2,verge,retweet
mateuzmg,derrotdevi,retweet
_futuuree,andernics,retweet
thibaudwy,linustech,retweet
eulizzo,g1,retweet
stevyytlz,theorus_,retweet
jonathanmasey,miyawakidinades,retweet
igorhap,derrotdevi,retweet
mcaas7,lordruffles,retweet
diniztrash,d_sasakii_,retweet
eric27bocanegra,bolotacmcompota,retweet
goncaloleitao46,aderneira11,retweet
drifterxelite,linustech,retweet
mateuzmg,talvezricas,retweet
mf_giom,jvcom,reply
yff_xpert,hypex,retweet
mlkdamanga,andernics,retweet
boredsville,linustech,retweet
jeff40151306,maxwinebach,reply
mateuzmg,poxarog,retweet
cabellochaelisa,poxarog,retweet
warincorentin,jerryssou2,retweet
denatkaa,sztywnypatyyk,retweet
acarvalho_11,eusouosena,retweet
jeniffebertola,derrotdevi,retweet
ravimonte1,talvezricas,retweet
iammarisilva,derrotdevi,retweet
thiagoconk,epah_que,retweet
killstati0n_,alvoradagames,retweet
fryzajonas,fortnitevenca,retweet
porteniox2,ayrtonytomasi,retweet
porteniox2,navarreteytzel,retweet
juandaxde,hypex,retweet
anderra57,sayorijoestar,retweet
miraceli,talvezricas,retweet
yokimiyoki_,tech_lagi,retweet
davyfranz,bolotacmcompota,retweet
alesaantana_11,irusantana,retweet
alesaantana_11,auronplay,retweet
m3ashatt,rockstar7games,retweet
whiteshipmaharo,engadgetjp,retweet
luferreira_1904,eusouosena,retweet
filhadamerda1,eusouosena,retweet
aarghcong,tech_lagi,retweet
legoman1013,linustech,retweet
fcatrollins,i_am_wildcat,retweet
awwhek,iam_johnw,retweet
muqrydaily,linustech,retweet
quinas117,eusouosena,retweet
gaguenho,alvoradagames,retweet
wanderct123,sayorijoestar,retweet
cometobrazilxd,derrotdevi,retweet
0okoze,bolotacmcompota,retweet
thorbellybutton,eusouosena,retweet
vimalwilson11,linustech,retweet
mirulroslii,tech_lagi,retweet
tomattoketcheum,caminotv,retweet
tomattoketcheum,epicgamesfr,retweet
tomattoketcheum,rockstargames,retweet
gabrielbs291,alvoradagames,retweet
ozeyith,hypex,retweet
2msssss,theorus_,retweet
chepak3,jvcom,retweet
combate_guerra,codigoguest,retweet
brunogarces13,bolotacmcompota,retweet
elruendoekisde,enevda__,retweet
pikadepower,i_am_wildcat,retweet
iwispiwis,eusouosena,retweet
cabellochaelisa,vinihzv,retweet
santi_rosina,porquetendencia,retweet
yusrabunbun,tech_lagi,retweet
oscargarcia76,linustech,retweet
an4da,derrotdevi,retweet
llithy_,derrotdevi,retweet
stevenkeinleben,haalo1231,retweet
guaranahype,g1,retweet
0okoze,iam_johnw,retweet
kochoush,derrotdevi,retweet
novichsky,pelonplays,retweet
param_prasetyo,verge,retweet
tomasmanita,eusouosena,retweet
guilherme_sou53,talvezricas,retweet
rodrigo_sero,talvezricas,retweet
thegrancharly1,joseluisrubin,retweet
dj_d_santos,felipefn18,retweet
hmcsgo,g1,retweet
dj_d_santos,felipefn18,retweet
davffident,sayorijoestar,retweet
daniii117,radintales,retweet
viniciotricolor,talvezricas,retweet
erikinokana,sayorijoestar,retweet
danthe_17,sayorijoestar,retweet
dcioemanuel,talvezricas,retweet
santiagosupremo,ucam_esports,retweet
alvarusfialho,derrotdevi,retweet
muhddinieagger,iam_johnw,retweet
pjnrda1906,eusouosena,retweet
llithy_,andernics,retweet
janeakarole,theekkj,retweet
dj_d_santos,willrsf,retweet
rxann_ekip,theorus_,retweet
leoleo45248573,gustavo90916809,retweet
alez_arg,enevda__,retweet
zkingfrosty,hypex,retweet
itsluizinha,derrotdevi,retweet
victxrtft,talvezricas,retweet
ainnazirh,hypex,retweet
morimototakosu,vtuberdcd,retweet
morimototakosu,engadgetjp,retweet
clemenszackery,iam_johnw,retweet
0okoze,fake_batman_,retweet
skyyyhun,linustech,retweet
victoriiant,i_am_wildcat,retweet
thayn09434838,g1,retweet
crfvava,andernics,retweet
meucuprr,derrotdevi,retweet
thayn09434838,derrotdevi,retweet
ainnazirh,bruhitsbigsam,retweet
farofaisdead,talvezricas,retweet
muhamadhatim15,tech_lagi,retweet
a6stract_c,vtuberdcd,retweet
a6stract_c,engadgetjp,retweet
flackovida,talvezricas,retweet
alez_arg,vladdalv6,retweet
rpl7oliveira,derrotdevi,retweet
ainnazirh,josh_leigh1,retweet
rivaldirizkir,rednesia,retweet
cs526caio,andernics,retweet
thephenomenalo5,porquetendencia,retweet
biielmtfe13,vinisz__,retweet
ldaoglio,derrotdevi,retweet
barcellosvx,bolotacmcompota,retweet
cs526caio,poxarog,retweet
thalespinheirom,talvezricas,retweet
lilprobeinnn,_fivem,retweet
nqrtuaini,tech_lagi,retweet
adrianezequielv,porquetendencia,retweet
farofaisdead,derrotdevi,retweet
hy0nluv,moonlightmuh,retweet
alez_arg,chollometro,retweet
xnotbod,sayorijoestar,retweet
ainnazirh,verge,retweet
pqpotaaviio,moonlightmuh,retweet
livemengo,andernics,retweet
wheyzyy,talvezricas,retweet
eraungato,descuentosrata,retweet
m__guimaraes_,g1,retweet
xxxbutnotporn,eusouosena,retweet
mahardhikagyg,linustech,retweet
hyunjin_trash,porquetendencia,retweet
szanettis,talvezricas,retweet
lesther_m,bolotacmcompota,retweet
linikg,derrotdevi,retweet
isosolene,jvcom,retweet
ohayosoro,sayorijoestar,retweet
mig768,sayorijoestar,retweet
ayy_lmao_lol,verge,retweet
zahxrahyazxd,tech_lagi,retweet
akutdaza,lucassbivar,retweet
skullbash53,i_am_wildcat,retweet
pedroleal3b,eusouosena,retweet
elimiraculer,porquetendencia,retweet
0okoze,aymenblr,retweet
marked2429,shiinabr,retweet
liberthaan,talvezricas,retweet
isabelcolors,derrotdevi,retweet
akmalnazreen,bolotacmcompota,retweet
ryckglayson,moonlightmuh,retweet
kerkillian,theorus_,retweet
freitas0608,talvezricas,retweet
nathxnaelc,talvezricas,retweet
adaltospjr,pauloheiden,retweet
cipher562,slashdot,retweet
firdaushaleem,tech_lagi,retweet
cahyaekaaa,rednesia,retweet
soueuoutravez98,eusouosena,retweet
lichyaranda2,sayorijoestar,retweet
nebes4,eusouosena,retweet
multizinn,derrotdevi,retweet
mrconsolamx,epah_que,retweet
manu_noruego,lordruffles,retweet
pedroops_,derrotdevi,retweet
valo17809069,bolotacmcompota,retweet
thayn09434838,lucassbivar,retweet
paidotomaslol,g1,retweet
bambino0o2,shxnku,retweet
ysboomofficial,shiinabr,retweet
haruthetanuki,davidalfonso205,retweet
tetelm98,derrotdevi,retweet
paidotomaslol,derrotdevi,retweet
danielcebrian91,pelonplays,retweet
darkneonium,linustech,retweet
thayn09434838,d_sasakii_,retweet
frxnciscobc,derrotdevi,retweet
crvgmatz,vinisz__,retweet
kacchanyoongi,theorus_,retweet
hy0nluv,vinihzv,retweet
cam95tv,linustech,retweet
nailed_it_bro,eusouosena,retweet
thereal_nandia,theorus_,retweet
danielcebrian91,jihonelfacundo,retweet
cachoandrada3,porquetendencia,retweet
josuexjuju,hypex,retweet
meucuprr,andernics,retweet
antagoveia,poxarog,retweet
arriagabriel14,sayorijoestar,retweet
subtlesushi,matheusdaring_,retweet
tiloca04,derrotdevi,retweet
eurbanized,andernics,retweet
mrppxxx_1,linustech,retweet
filhodoeder,eusouosena,retweet
amanda_vlbs2,derrotdevi,retweet
meunomeehluiz,lucassbivar,retweet
shifaxxi,tech_lagi,retweet
marked2429,italkfortnite,retweet
iuri_2625,talvezricas,retweet
dika_dal_in,fake_batman_,retweet
nabilahudatahar,tech_lagi,retweet
jnaranjoch,porquetendencia,retweet
multizinn,talvezricas,retweet
kyoshiromibujd8,i_am_wildcat,retweet
jmpfbr,iostipsbrasil,retweet
danielsoares033,itzdannys,retweet
mrconsolamx,jihonelfacundo,retweet
becker_r6,derrotdevi,retweet
oldjaox,derrotdevi,retweet
cocoboom91,linustech,retweet
brubsjust,derrotdevi,retweet
nightmary_sweet,poxarog,retweet
jonhhalexander,miyawakidinades,retweet
nuno042,eusouosena,retweet
vitorjoao_1910,lt_cherry7,retweet
dj_marsh_ja,linustech,retweet
nikasyrvf,tech_lagi,retweet
nightmary_sweet,gomescavalero,retweet
lccopen,g1,retweet
laorenho,alvoradagames,retweet
dres8ares,talvezricas,retweet
eliascandusso,_katt_mo,retweet
drinho80s,eusouosena,retweet
mrconsolamx,codigoguest,retweet
ryan_hesch,i_am_wildcat,retweet
pilavsevenfurki,egemencolak,retweet
ivneves,gustavo90916809,retweet
luciagisel97,sayorijoestar,retweet
fachriauliad,rednesia,retweet
siapaaina,tech_lagi,retweet
p_ramos1,eusouosena,retweet
anna_estevess,lucassbivar,retweet
bolinvelin,diego1santos4,retweet
joaofbaixinha,eusouosena,retweet
anna_estevess,d_sasakii_,retweet
nickalvexx_ofc,g1,retweet
callmekefty,nrggg,retweet
santibelen,sayorijoestar,retweet
anna_estevess,moonlightmuh,retweet
hanielgonz,sayorijoestar,retweet
rub3nmw3,nrggg,retweet
junyang96,linustech,retweet
eliascandusso,miyawakidinades,retweet
castropci,ayrtonytomasi,retweet
omarahmadmh,linustech,retweet
hy0nluv,joaovictor7t,retweet
joao051_,derrotdevi,retweet
joaoplpd,moonlightmuh,retweet
danielcebrian91,miguel_lv19,retweet
jocamo95,bruno_8893,retweet
yminost,theorus_,retweet
kacaknyaikram,tech_lagi,retweet
bastien_19100,enzoonepatate,retweet
queziamaraj,g1,retweet
basilio_m4rio,derrotdevi,retweet
faizaldianpr,rednesia,retweet
arthursouzabran,derrotdevi,retweet
_viniciusz,derrotdevi,retweet
shxrxzami,tech_lagi,retweet
_avocadocat_,sayorijoestar,retweet
takecarev,derrotdevi,retweet
cocomachemac,theorus_,retweet
nickalvexx_ofc,lucassbivar,retweet
mikecal_kalixto,linustech,retweet
lusca_bp,g1,retweet
onetimestrings,i_am_wildcat,retweet
leonardoe5,enevda__,retweet
cesar__roman,linustech,retweet
deviruman_94,3djuegos,retweet
mimserindiooo,derrotdevi,retweet
hmlyncon,derrotdevi,retweet
tssblackeffect,joaovictor7t,retweet
echedey92,kikog1997,retweet
bharatbhandari1,linustech,retweet
guihc_,g1,retweet
__diegoxmvs,derrotdevi,retweet
creitoe,g1,retweet
flaw_7u7,sayorijoestar,retweet
ayanokoji_san,derrotdevi,retweet
disgracalindja,talvezricas,retweet
isabellwx,derrotdevi,retweet
axo477,theorus_,retweet
minyoongurte,g1,retweet
bastien_19100,riccio_valerio,retweet
eposvox,linustech,retweet
alif_hazman,iam_johnw,retweet
morgyn_m,i_am_wildcat,retweet
angorazo,sayorijoestar,retweet
5ince1donthaveu,derrotdevi,retweet
swindyyyy,linustech,retweet
jotavts,willymouram,retweet
1skxll,derrotdevi,retweet
brocolisputo,derrotdevi,retweet
henriquecmf80,talvezricas,retweet
maudslaymario,eusouosena,retweet
relaxiing,miyawakidinades,retweet
souoduu17,derrotdevi,retweet
sazharis,tech_lagi,retweet
kokakolagoxtoza,g1,retweet
souoduu17,g1,retweet
willianlh_,derrotdevi,retweet
vi29victoria,talvezricas,retweet
lucenasemamigos,massonhelena,retweet
souoduu17,talvezricas,retweet
cadu123ce,talvezricas,retweet
matheo1551,jvcom,retweet
souoduu17,lucassbivar,retweet
zulaikhandw,tech_lagi,retweet
leopetitot,shxnku,retweet
paulavimi_,miyawakidinades,retweet
luis77072875,licenciadogeek,retweet
bucoc_,derrotdevi,retweet
evanzparker,derrotdevi,retweet
crossbreed,engadgetjp,retweet
souoduu17,gomescavalero,retweet
mtheusdm,joaovictor7t,retweet
davilb1307,derrotdevi,retweet
fakhrul_mfl99,tech_lagi,retweet
madeyshadow,tech_lagi,retweet
souoduu17,lucasrocha365,retweet
nhudafarah,tech_lagi,retweet
jazmin_carrot,sayorijoestar,retweet
jotavts,derrotdevi,retweet
jjgames546,willymouram,retweet
captainbeckett,talvezricas,retweet
faizfauzannn,matheusdaring_,retweet
mollejaoxidada,porquetendencia,retweet
arosephorme,i_am_wildcat,retweet
alif_hazman,linustech,retweet
silent_ivan,i_am_wildcat,retweet
darknesrevil,g1,retweet
j1mpi,miyawakidinades,retweet
cehache91,sayorijoestar,retweet
augustogtt,derrotdevi,retweet
darknesrevil,derrotdevi,retweet
kevlnn_,nrggg,retweet
nyftymc,i_am_wildcat,retweet
nfede_ko,sayorijoestar,retweet
ughitsdeno,i_am_wildcat,retweet
brocolisputo,lucassbivar,retweet
luuwiiee,lucasrocha365,retweet
deartaci,g1,retweet
victorneves06,derrotdevi,retweet
mccoyprince,jvcom,retweet
cameronconfais,jvcom,retweet
lucshuee,derrotdevi,retweet
ederdeamaral,g1,retweet
davidyancer,matheusdaring_,retweet
anjoss_davi,gomescavalero,retweet
relaxwolf2,youtube,retweet
estmrtn,monkey_d_rayan9,retweet
mlourenco01,derrotdevi,retweet
vmacri0407,i_am_wildcat,retweet
davidyancer,radintales,retweet
plamiee1,bolotacmcompota,retweet
gfairys,derrotdevi,retweet
nicoherrera_358,lauty_acciarri,retweet
soundsbytwxll,nrggg,retweet
victorneves06,talvezricas,retweet
jeanjacoboski1,vinisz__,retweet
deartaci,poxarog,retweet
_torvii,g1,retweet
shinshizek,sayorijoestar,retweet
htt4nal,derrotdevi,retweet
alexsandra_rosa,lucassbivar,retweet
eriksoars,derrotdevi,retweet
ayman_rzln,tech_lagi,retweet
verobrasil3211,poxarog,retweet
_viniciusz,andernics,retweet
htt4nal,talvezricas,retweet
ldrnsj,miyawakidinades,retweet
eduardoeso95,lucasrocha365,retweet
gfairys,moonlightmuh,retweet
guigomarques14,talvezricas,retweet
pedrovictorpes,talvezricas,retweet
alexsandra_rosa,moonlightmuh,retweet
jos89810631,irusantana,retweet
jos89810631,auronplay,retweet
lu28silva98,derrotdevi,retweet
_mbarbosas,derrotdevi,retweet
enzoacg,theorus_,retweet
darwinzao,derrotdevi,retweet
gugutrupe,willymouram,retweet
morningstardri,willymouram,retweet
thmatheus_,talvezricas,retweet
_torvii,eusouosena,retweet
sidneytelesjun1,theenemybr,retweet
luis77072875,jihonelfacundo,retweet
21juugatsu,arifqilutfi,reply
21juugatsu,arifmeteor,retweet
dehbam1,donseth_,reply
colorstete,derrotdevi,retweet
_edzinhu_,eusouosena,retweet
kokakolagoxtoza,derrotdevi,retweet
dbaaaj_76,i_am_wildcat,retweet
trashzawa,clmbr_r,retweet
lkw68amsv6ejjd0,games_mixx,retweet
eriksoars,willymouram,retweet
andresebdeo,lordruffles,retweet
rafaelguzman945,youtubeespanol,retweet
byvantaer,willymouram,retweet
arthurkalil6,derrotdevi,retweet
brunincarpes,thaay1003,retweet
orion_wf,d_sasakii_,retweet
galves121,bolotacmcompota,retweet
jotavts,talvezricas,retweet
damssar,caminotv,retweet
damssar,epicgamesfr,retweet
damssar,rockstargames,retweet
npc_a113,sayorijoestar,retweet
befahe,descontogamer,retweet
pana_carp2,porquetendencia,retweet
isnayzito,derrotdevi,retweet
arzak_matis,caminotv,retweet
arzak_matis,epicgamesfr,retweet
arzak_matis,rockstargames,retweet
isnayzito,g1,retweet
samumu97one,theorus_,retweet
ceagasigla,vinisz__,retweet
arthur_luke,vinisz__,retweet
kaminari_0_,pedroandre252,retweet
byvantaer,talvezricas,retweet
aidil_696,tech_lagi,retweet
ppedro_pereiraa,willrsf,retweet
raf30671751,derrotdevi,retweet
leh_tv,talvezricas,retweet
ppedro_pereiraa,felipefn18,retweet
axl_t3n0ri0,sayorijoestar,retweet
leh_tv,lucassbivar,retweet
eric_ma23,willymouram,retweet
marad13071,shxnku,retweet
esthersteffen,moonlightmuh,retweet
leh_tv,poxarog,retweet
cybertronicjake,sayorijoestar,retweet
mistervbot_,remimahdi,retweet
lopitow,dryan2018,retweet
soullessgamer4,i_am_wildcat,retweet
gustavohgomess,derrotdevi,retweet
kct_75,theorus_,retweet
mgc6k,derrotdevi,retweet
fitri_zuwairi,tech_lagi,retweet
protectrosie,moonlightmuh,retweet
guinunessss,eusouosena,retweet
iwanttokms_v2,miyawakidinades,retweet
thiaguu4,derrotdevi,retweet
vitria89058974,poxarog,retweet
mustaqimsahaja,linustech,retweet
gurkn_ed,rexscur,retweet
ahmadsaaideh_,linustech,retweet
coleamnjordon,linustech,retweet
unbeliveable65,haberrotaniz,retweet
azizanidris,tech_lagi,retweet
ptitbss,rockstar_actu,retweet
tokyo__jihen,engadgetjp,retweet
itsmewellz,alvoradagames,retweet
allsonsccp,derrotdevi,retweet
snataliabe,sayorijoestar,retweet
verobrasil3211,lt_cherry7,retweet
joaquin98858960,sayorijoestar,retweet
pedroma13695956,eusouosena,retweet
r3n_ren,_fivem,retweet
rodrigobarrad20,eusouosena,retweet
afdhaol,linustech,retweet
zemiguel__1,eusouosena,retweet
luisbnll,sayorijoestar,retweet
miss_ana_ig,enzoonepatate,retweet
tiagoopaivaa,lucasrocha365,retweet
amirronrudzaba,verge,retweet
awdave6,tech_lagi,retweet
markin_schirmer,lucassbivar,retweet
vitworia_,derrotdevi,retweet
purityofcats69,linustech,retweet
crvggon,poxarog,retweet
gustavoxsv,derrotdevi,retweet
nemoretweet5,givemchills,retweet
nemoretweet5,nemoretweet5,retweet
nemoretweet5,promo_streams,retweet
nemoretweet5,tretweets20,retweet
nemoretweet5,rtsmallstreams,retweet
nemoretweet5,smallstreamersr,retweet
protectrosie,lucassbivar,retweet
messsiahcomplex,linustech,retweet
vitworia_,g1,retweet
rodelrey9,sayorijoestar,retweet
isaacdu06656390,d_sasakii_,retweet
monzekai,sayorijoestar,retweet
sdeurman,caminotv,retweet
sdeurman,epicgamesfr,retweet
sdeurman,rockstargames,retweet
ori_dior,iam_johnw,retweet
florestaits,snopey_,retweet
mystic_hippo,i_am_wildcat,retweet
jeromehgn,caminotv,retweet
jeromehgn,epicgamesfr,retweet
jeromehgn,rockstargames,retweet
diablos_316,i_am_wildcat,retweet
protectrosie,poxarog,retweet
juanjeavenger,sayorijoestar,retweet
_unepetite_,theorus_,retweet
raphaelpieitch,derrotdevi,retweet
danceofmfdeath,porquetendencia,retweet
claudiogonzalo,descuentosrata,retweet
gorsbts,bryanortega14,retweet
lielittlesweety,jihonelfacundo,retweet
ismad4bo,eusouosena,retweet
vitworia_,talvezricas,retweet
gcanas23,eusouosena,retweet
emamartinez_18,jonathanbml,retweet
maxi_d_s,porquetendencia,retweet
guillesc05,chollometro,retweet
jesus_97_mc,sayorijoestar,retweet
gedis_o_gamer,eusouosena,retweet
gioriious,youtube,retweet
kilullu,theorus_,retweet
kethelyncoelhoo,alvoradagames,retweet
galdinows1,g1,retweet
vitworia_,poxarog,retweet
epictechpro,italkfortnite,retweet
brunaaaoliveira,jaquelinecxstro,reply
depreaam,paptircem,retweet
alexytsq6,theorus_,retweet
perulaz,g1,retweet
antunes_romero,talvezricas,retweet
vitworia_,moonlightmuh,retweet
rasmcantonio,alvoradagames,retweet
ornellamaggio_,porquetendencia,retweet
zhandinho2,derrotdevi,retweet
antunes_romero,poxarog,retweet
vitworia_,willymouram,retweet
techluvnmomma,linustech,retweet
vitworia_,gomescavalero,retweet
saintpml,derrotdevi,retweet
wilsondeap10,kdutheviw,retweet
zidane88412838,monkey_d_rayan9,retweet
carlos_noeee,jihonelfacundo,retweet
martafelix03,augusto_vieira5,retweet
paulocas_,willymouram,retweet
jv__fernandes,derrotdevi,retweet
ahhkong,tech_lagi,retweet
epictechpro,hypex,retweet
adilandrh,tech_lagi,retweet
antunes_romero,willymouram,retweet
hitorilovely,derrotdevi,retweet
theguardianb,derrotdevi,retweet
vicesmilexx,navarreteytzel,retweet
andy32652664,willymouram,retweet
hakanethne,derrotdevi,retweet
syrine_slhi,enzoonepatate,retweet
softlyynact,porquetendencia,retweet
stephjvlsa,josh_leigh1,retweet
jakevincent_815,stoolgametime,retweet
xmuddle_,xluvmygilbertx,retweet
umpeuu,talvezricas,retweet
rajatkshaju,linustech,retweet
jv__fernandes,g1,retweet
volosami,lucasrocha365,retweet
_tomacns,caminotv,retweet
_tomacns,epicgamesfr,retweet
_tomacns,rockstargames,retweet
bruno13z,derrotdevi,retweet
notjace_,nrggg,retweet
astrayrf,dameko0sayama,retweet
zinqfps,iam_johnw,retweet
caducrf00,derrotdevi,retweet
kamalkhomir,tech_lagi,retweet
jequittetrash1,nextplayo,retweet
alice_ciuffa,g1,retweet
kodamaxxx,engadgetjp,retweet
elrusoo01,ayrtonytomasi,retweet
iggy_uwu,porquetendencia,retweet
zulqhar9,mikechieknows,retweet
leticiatnd,moonlightmuh,retweet
gusoares_12,g1,retweet
haziqaminn,tech_lagi,retweet
lopes17rafa,talvezricas,retweet
perulaz,derrotdevi,retweet
millennialfeel,nrggg,retweet
afiqsydnasir,tech_lagi,retweet
crfbreno_,g1,retweet
addek0_,matheusdaring_,retweet
zombichick1995,bolotacmcompota,retweet
irina14408278,porquetendencia,retweet
jojosemcontexto,derrotdevi,retweet
joekeriangan,emirhaiqal,retweet
cristopheremg,miyawakidinades,retweet
peterkristiawan,rednesia,retweet
yepul_,tech_lagi,retweet
outofideatbh,linustech,retweet
camilleleardi,derrotdevi,retweet
x_pedrini,derrotdevi,retweet
bokeorm,engadgetjp,retweet
mohdaididroslan,tech_lagi,retweet
tiagopo6,derrotdevi,retweet
xgamer104,linustech,retweet
3timefaster,rednesia,retweet
marlinhosss1,derrotdevi,retweet
ahmedmekawii,linustech,retweet
marcio_pret0,eusouosena,retweet
caiojul49500584,dryan2018,retweet
lucainaktiver,rexscur,retweet
safeuille,theorus_,retweet
eduardopaiva0,puts_caii,retweet
luquitaselhiper,porquetendencia,retweet
mikecunhz,eusouosena,retweet
anjaunn,eusouosena,retweet
beto_fuentealba,theenemybr,retweet
miawmiawnigga,linustech,retweet
dekkmang,tech_lagi,retweet
raroslerdo,derrotdevi,retweet
yan_nis97_one,theorus_,retweet
sk8eralisu,outofvictor,retweet
rodri_romero2,bully2info,retweet
jonathajardiim,talvezricas,retweet
rayario123445,linustech,retweet
gudson118,g1,retweet
lgmel83,jvcom,retweet
gusoares_12,willymouram,retweet
uhnazz,linustech,retweet
arinadinahanifa,rednesia,retweet
joao12rod,eusouosena,retweet
rochjuaum,alvoradagames,retweet
patolinogames2,derrotdevi,retweet
tedleoo,derrotdevi,retweet
kurikonwn,sayorijoestar,retweet
andy32652664,derrotdevi,retweet
naclara85107849,derrotdevi,retweet
deartaci,moonlightmuh,retweet
brayan65764812,davidalfonso205,retweet
sokalefake,theorus_,retweet
tootiredhey,matheusdaring_,retweet
pinto04_,lucasrocha365,retweet
broccoii97,jvcom,retweet
yvngboipurpo,porquetendencia,retweet
nisizono_san,engadgetjp,retweet
rafacrdeiro,derrotdevi,retweet
wshda,riccio_valerio,retweet
areiasrj,alvoradagames,retweet
danielfbvaz,derrotdevi,retweet
rubun_,great_farha,retweet
miguelmartinst,eusouosena,retweet
pansementheros,theorus_,retweet
mooiebaby_,verge,retweet
luuiishenrique1,derrotdevi,retweet
yalhennaortega,favsalchipapa,retweet
wutty__,talvezricas,retweet
dchulu,sayorijoestar,retweet
emanuel06503146,derrotdevi,retweet
horax_fitness,miyawakidinades,retweet
jairoleon71,hypex,retweet
hayleyqueen01,derrotdevi,retweet
doublegys,theorus_,retweet
alexiscreantor,gameone,retweet
lulimckagan,porquetendencia,retweet
cryostasispanda,i_am_wildcat,retweet
du_heater,ayrtonytomasi,retweet
lucas_amorim222,eduardoo_ti,retweet
caiojul49500584,alvoradagames,retweet
leoocsar,derrotdevi,retweet
vdistorts,linustech,retweet
varadmesheri,linustech,retweet
_burqueque,talvezricas,retweet
mikrokosmo0n,poxarog,retweet
imaeuuu,dryan2018,retweet
tequitoopedrito,eduardoo_ti,retweet
1pretom,derrotdevi,retweet
srtharso,lucassbivar,retweet
_vasconcellos07,derrotdevi,retweet
alfarorog33r,i_am_wildcat,retweet
sobriadosis,arturoki,retweet
heyrayou,jvcom,retweet
la_yokobox,g1,retweet
khir00,miyawakidinades,retweet
carlos_noeee,pelonplays,retweet
areiasrj,zeskiii_,retweet
rodricarp14_,porquetendencia,retweet
jayw0_,linustech,retweet
ccstylex,poxarog,retweet
idaavidx,hypex,retweet
rafajugueiros,epicgames,reply
anajarah14,derrotdevi,retweet
sonrutoh,riccio_valerio,retweet
risoflloraa,talvezricas,retweet
passtheplushy,linustech,retweet
amirfikry27,tech_lagi,retweet
senradox,johnwhicc,reply
risoflloraa,lucassbivar,retweet
harisdvniel,linustech,retweet
moissariel9,sayorijoestar,retweet
gabrieldepaduaa,derrotdevi,retweet
nt_fxp07,poxarog,retweet
tlerodas1,jerryssou2,retweet
joaomesquitaalm,derrotdevi,retweet
gen_booms,linustech,retweet
pbinahistory,derrotdevi,retweet
nikkhochen,derrotdevi,retweet
diogodapaz99,puts_caii,retweet
tameiras_,talvezricas,retweet
tiagojmiranda,eusouosena,retweet
umtroxa10,talvezricas,retweet
johanne76592317,talvezricas,retweet
bangpeah,tech_lagi,retweet
tomasfaria099,eusouosena,retweet
oitalado,derrotdevi,retweet
leticiabragamt,g1,retweet
cabalerr96,hypex,retweet
matunotonegawa,engadgetjp,retweet
sh0t1ngg,linustech,retweet
tiagorafael1999,puts_caii,retweet
emilysallves,g1,retweet
pedrodloliveira,g1,retweet
joaomesquitaalm,willymouram,retweet
thiagreyy,talvezricas,retweet
zeeezo357,linustech,retweet
kellycostaaa,derrotdevi,retweet
full_trouxa,derrotdevi,retweet
amadlah,tech_lagi,retweet
lara_please,derrotdevi,retweet
emilysallves,talvezricas,retweet
acruzzzz_,derrotdevi,retweet
graziisz1,talvezricas,retweet
coolj75_,linustech,retweet
juanmartinr10,lordruffles,retweet
yurizito7,eusouosena,retweet
alejgonzalezgz,le_malparido,retweet
khzockerin,linustech,retweet
renanceronte17,derrotdevi,retweet
leolodbrok,talvezricas,retweet
marques96742037,talvezricas,retweet
tiiim24,_fivem,retweet
aguseaguero,porquetendencia,retweet
avennqp,derrotdevi,retweet
angelwomaan,willymouram,retweet
rsilva_2000,eusouosena,retweet
jana936l,sayorijoestar,retweet
jonathanpech1,sayorijoestar,retweet
channietheral,derrotdevi,retweet
gokaiking,sayorijoestar,retweet
1pretom,lucassbivar,retweet
1pretom,poxarog,retweet
fukeyhokuto7,starry_cat_tanu,retweet
fukeyhokuto7,engadgetjp,retweet
joseasp1,codigoguest,retweet
islenememe,derrotdevi,retweet
guiilleelpz,miyawakidinades,retweet
thatcrypticone,i_am_wildcat,retweet
princesa_alien,derrotdevi,retweet
anajarah14,moonlightmuh,retweet
nohlif,willymouram,retweet
francocautivo,descuentosrata,retweet
nettuuo,talvezricas,retweet
afqfkr_,tech_lagi,retweet
vi_toriiaa,alvoradagames,retweet
thiagreyy,willymouram,retweet
jojosemcontexto,talvezricas,retweet
ribeiro_jotape,talvezricas,retweet
enter_soar,iam_johnw,retweet
se7enmcgee,linustech,retweet
arifftw,linustech,retweet
emirmbakry,tech_lagi,retweet
regreat_sm,miyawakidinades,retweet
guilherme9crf,derrotdevi,retweet
kccartpop,derrotdevi,retweet
ilovaussiesheps,linustech,retweet
heyrazin,tech_lagi,retweet
pledu_,g1,retweet
marioowrestling,besnikrunjeva,retweet
rd_zyro,tech_lagi,retweet
pledu_,derrotdevi,retweet
jlins174,derrotdevi,retweet
pedrocost_a,talvezricas,retweet
montijjo,g1,retweet
henrique09_p,talvezricas,retweet
gohan234y,rinconfortnite,retweet
mfca20,3djuegos,retweet
montijjo,derrotdevi,retweet
vickycinalli,sayorijoestar,retweet
ghzyfsl,linustech,retweet
codyfreeberg,phillyd,retweet
seu_noivo_,talvezricas,retweet
rsbrito157,derrotdevi,retweet
