Source,Target,Tweet Type
jojo25650,marco4team,reply
anbusherron,callofdutyuk,reply
mattoots,callofdutyuk,reply
antoniojes9,callofdutyes,reply
themeatloaf03,kontrolfreek,reply
newoneinvillage,boohooman,reply
lmr_74,callofdutyuk,reply
larochelle_6,callofdutyuk,reply
timmcullinan,astrogaming,reply
adrichicri17,kontrolfreekes,reply
marcusomb,astrogaming,reply
stevenntyler_,callofdutyuk,reply
jesuslambszn_,astrogaminguk,reply
spooky7z,callofdutyfr,reply
pabloskii_cod,kontrolfreekes,reply
jorgegarciap57,nvidiageforcees,reply
chispas__,callofdutyuk,reply
aquaaz209,astrogaming,reply
sweet_togo,playstationde,reply
huntb_wwfc,callofdutyuk,reply
alessandrovano3,nvidiageforceuk,reply
telmeoruspu,callofdutyfr,reply
iamkyan_,callofdutyuk,reply
azz1005,callofdutyuk,reply
bighizzle,kontrolfreek,reply
mrfateu,astrogaminguk,reply
fantasma2036,nvidiageforcees,reply
gotherszn,callofdutyuk,reply
psvitaforlife,nvidiageforcefr,reply
fenomeno597,scuffrance,reply
qunqun64,nvidiageforcefr,reply
yerioedits,callofdutyuk,reply
schimahr,callofdutyuk,reply
hellshock77,astrogaming,reply
stubzzgaming,callofdutyuk,reply
tymorgan02,nvidiageforceuk,reply
rke_sonic1305,callofdutyde,reply
skyz_shootheryt,callofdutyfr,reply
matthew_kinsey1,callofdutyuk,reply
notpirapire,kontrolfreekes,reply
nilxdjango1,nvidiageforcefr,reply
itzkeyo,astrogaming,reply
lyzeh3,nvidiageforcefr,reply
antizaaa,astrogamingfr,reply
brendanjj26,callofdutyuk,reply
realnuggetsman,nvidiageforcefr,reply
smokedtts,callofdutyuk,reply
dtwthim,callofdutyfr,reply
aitoraguaded,callofdutyes,reply
dudu71200,callofdutyfr,reply
darrky12,nvidiageforcefr,reply
gustavegarcia,callofdutyuk,reply
lechaco95,scuffrance,reply
tofualex65,callofdutyuk,reply
strixkzyy,nvidiageforcefr,reply
shirohige6ix9,scuffrance,reply
jonezmeta,callofdutyuk,reply
thelegacyofluis,playstationes,reply
frisk_n0rinn,nvidiageforcefr,reply
darrky12,callofdutyfr,reply
claire_arch,astrogaminguk,reply
musadi96971846,kontrolfreek,reply
edouarddarras,callofdutyfr,reply
summit_differe,nvidiageforceuk,reply
lelan_j,kontrolfreek,reply
arh_87,callofdutyes,reply
blc_lacalvin44,callofdutyuk,reply
clareniamh,astrogaminguk,reply
phxntombear,callofdutyuk,reply
pierriick_p,callofdutyfr,reply
m0lly_wg,threeuk,reply
superbebeson,callofdutyfr,reply
raf_republic,astrogamingfr,reply
alfiebsmith,boohooman,reply
colincownuts,astrogaminguk,reply
soldein,callofdutyes,reply
tinalerrtuna,callofdutyuk,reply
joshholland2002,threeuk,reply
prfz_,kontrolfreek,reply
dc47commish,papajohnsuk,reply
geeza_games,astrogaminguk,reply
margilineee,callofdutyuk,reply
onlyjuvn,callofdutyuk,reply
bearjam_2001,ben_walters6,reply
m3owsterchef,kontrolfreek,reply
introndepot,nvidiageforceuk,reply
simonjmurphy,callofdutyuk,reply
ilenjuyo,callofdutyfr,reply
supaflyinit,callofdutyuk,reply
drolshanka24,astrogaming,reply
ismamoha_,callofdutyfr,reply
doxx_yt,nvidiageforcefr,reply
eddn51,nvidiageforcefr,reply
supaflyinit,nvidiageforceuk,reply
spooky7z,scuffrance,reply
el3vn_x,kontrolfreekes,reply
714dave,kontrolfreek,reply
soniiscracked,callofdutyuk,reply
elliott1927,callofdutyuk,reply
sushiske,callofdutyuk,reply
michael69620629,astrogaming,reply
bertu21x,callofdutyuk,reply
tdgjames,playstation,reply
justinkushner_,callofdutyuk,reply
alfiereynxlds,callofdutyuk,reply
makervt,nvidiageforcefr,reply
almostadorno,drolshanka24,reply
trashwater2,kontrolfreek,reply
yotaa_fn,scuffrance,reply
shlib27,callofdutyuk,reply
raf_republic,callofdutyfr,reply
j4l_greywolf,sararenae15,reply
5reynoso,callofdutyuk,reply
qthollow,callofdutyuk,reply
thebranden2k,astrogaming,reply
scrvgab,nvidiageforcefr,reply
barrboiyt,callofdutyuk,reply
portalcarp4,threeuk,reply
seahawk_991,callofdutyde,reply
compingcodboy,boohooman,reply
lesvicb,callofdutyuk,reply
julienjonot74,callofdutyfr,reply
toonastiettv,kontrolfreek,reply
commandahcooki,callofdutyuk,reply
jonathannoroi,nvidiageforcefr,reply
andrslpez16,mrxsoki,reply
protox24,callofdutyuk,reply
dom_bies,callofdutyuk,reply
joshua231400,b_mcphall,reply
gamerddan,kontrolfreek,reply
letek_,scuffrance,reply
firegaminghd_,callofdutyuk,reply
pizza_nuggets,nvidiageforcefr,reply
argonautxp,astrogaming,reply
immarkjr,astrogaming,reply
d3r_p,nvidiageforceuk,reply
raf_republic,scuffrance,reply
ljccarrie,threeuk,reply
esorana_,callofdutyde,reply
leroymaxence3,nvidiageforcefr,reply
oxygenn12,nvidiageforcefr,reply
kyle63078163,callofdutyuk,reply
katsudoncutie,callofdutyuk,reply
kreuvaitte,nvidiageforcefr,reply
swimforce01,threeuk,reply
greg_sellers4,callofdutyuk,reply
rebounnd,callofdutyuk,reply
immarkjr,callofdutyuk,reply
piratedusoleil,callofdutyfr,reply
gaddyj21,callofdutyuk,reply
angus72369565,kontrolfreek,reply
oxygenn12,callofdutyfr,reply
es_quica,zeytencod,reply
francis_kocr,nvidiageforcees,reply
megyland,nvidiageforcefr,reply
xene110,nvidiageforcefr,reply
mromega_vx,nvidiageforcefr,reply
metaleditor,threeuk,reply
cakoher,callofdutyes,reply
shakil_______,callofdutyuk,reply
blessedboykilo,callofdutyuk,reply
justdayle41,callofdutyuk,reply
antoinepompier,callofdutyfr,reply
madeinvls,callofdutyfr,reply
_dragibus,nvidiageforcefr,reply
thomson223,callofdutyuk,reply
leflakito,nvidiageforcefr,reply
wyzaw17_,scuffrance,reply
eyevens,intenszity,reply
vvicent4,callofdutyes,reply
xtank_,callofdutyuk,reply
jokerthorp,fenriff,reply
sevi46,callofdutyes,reply
comment_hein,callofdutyfr,reply
louiegeee15,kontrolfreek,reply
notjakeem,callofdutyuk,reply
pticanari,scuffrance,reply
mayfieldwrld,astrogaminguk,reply
louislrgt,callofdutyfr,reply
amador989,callofdutyuk,reply
cpasmoitg,scuffrance,reply
sambawilliam1,callofdutyfr,reply
allanlngkty,callofdutyuk,reply
meganjessica98,callofdutyuk,reply
thomasflorida,boohooman,reply
ribb0,callofdutyuk,reply
zeideneu,scuffrance,reply
stezooo,scuffrance,reply
ksweezy400,callofdutyuk,reply
ltsrageyt,callofdutyuk,reply
dyprdzz_,scuffrance,reply
gamerddan,callofdutyuk,reply
jayisnotjaytf,callofdutyuk,reply
frostworldstud,callofdutyuk,reply
tamachirarl,scuffrance,reply
_lays_01,nvidiageforcefr,reply
itzwestboy12,callofdutyuk,reply
caledney,boohooman,reply
zlalexx,callofdutyuk,reply
meriouae,scuffrance,reply
jewburrow,callofdutyuk,reply
es_syniix,callofdutyfr,reply
allanlngkty,nvidiageforceuk,reply
lukasxpl,callofdutyde,reply
shanoan_,callofdutyfr,reply
ismaestro44,callofdutyfr,reply
djall_san75,scuffrance,reply
vinqz1,callofdutyfr,reply
rekzcennad,threeuk,reply
dkin619,callofdutyuk,reply
th301912,scuffrance,reply
qoadda,callofdutyuk,reply
adamplurz,callofdutyuk,reply
hellomy0ldheart,callofdutyuk,reply
ksweezy400,nvidiageforceuk,reply
imolesy,callofdutyuk,reply
jolyss31,nvidiageforcefr,reply
notvisions_,callofdutyuk,reply
ousama08062430,callofdutyuk,reply
colletmanoah,nvidiageforcefr,reply
pixiefox4,astrogaminguk,reply
marc_amour,callofdutyuk,reply
juliennguyen11,scuffrance,reply
bencocoo61,callofdutyfr,reply
astral_olby,scuffrance,reply
tsuyoikochan,callofdutyuk,reply
clemouille_2,scuffrance,reply
tobal509,callofdutyfr,reply
isaac_grainger,threeuk,reply
ekiksavir,jaime_zafiro,reply
14kinos54,scuffrance,reply
edumx76,kontrolfreekes,reply
kat_automata,callofdutyes,reply
copeps,nvidiageforcefr,reply
_frostgf,cpasmoitg,reply
enzougataga_2,scuffrance,reply
blog_de_ayala,kontrolfreekes,reply
_scorp_oon_,nvidiageforcede,reply
lukasxpl,astrogamingde,reply
lukelennox19,callofdutyuk,reply
sheikhspearesid,callofdutyuk,reply
roketmn,callofdutyuk,reply
hectorhsantiago,chaz_sanchez,reply
ohnxqz,nvidiageforcefr,reply
luckyladyvicky,astrogaminguk,reply
rorycowie,callofdutyuk,reply
tobal509,scuffrance,reply
nicolegonka,callofdutyuk,reply
yahirf54i_,callofdutyuk,reply
onlyoneshedend,callofdutyuk,reply
k0nik_,scuffrance,reply
ethen_pineda,callofdutyuk,reply
davidivot20,callofdutyes,reply
jayzudembe,nvidiageforcede,reply
jihaif,nvidiageforcefr,reply
gamerddan,boohooman,reply
indigo_yt,callofdutyuk,reply
spinalfailed,nvidiageforceuk,reply
speakeasytrait1,callofdutyuk,reply
luckybty,scuffrance,reply
paussa86,arh_87,reply
elzuzuu,scuffrance,reply
iloveroses9,kontrolfreek,reply
sociallymichael,nvidiageforceuk,reply
poolboy4rent,nvidiageforceuk,reply
ksweezy400,threeuk,reply
tnikse,nvidiageforcefr,reply
raphaaloff,callofdutyfr,reply
985_brendon,callofdutyuk,reply
mister_guy_,callofdutyuk,reply
ashtag34,callofdutyuk,reply
daniel1266h,callofdutyuk,reply
marslandjoshua,callofdutyuk,reply
hyposition_,callofdutyuk,reply
jlironly,scuffrance,reply
flix22847566,callofdutyfr,reply
_ssammyyy_,callofdutyuk,reply
masterraiken100,astrogaming,reply
a98083425,nvidiageforcefr,reply
bangerrfn,callofdutyuk,reply
rikki_starr1,nvidiageforcefr,reply
nicola678910,threeuk,reply
sexychouk,nvidiageforcefr,reply
dan_truman,callofdutyuk,reply
arspk24,callofdutyuk,reply
dinassetia,callofdutyfr,reply
defalt_is_back,nvidiageforcefr,reply
cavstrr,callofdutyuk,reply
rikki_starr1,callofdutyfr,reply
hasnain64465320,callofdutyuk,reply
pbaker30,callofdutyuk,reply
debz7172,boohooman,reply
luckycm3,nvidiageforcefr,reply
coulous_prod,nvidiageforcefr,reply
n0pe____,callofdutyuk,reply
juleslagache,callofdutyfr,reply
damsdelaunay,scuffrance,reply
force553,callofdutyfr,reply
grayzun,callofdutyuk,reply
ddrxko,callofdutyuk,reply
wolfreak23,mrxsoki,reply
eavnconcours,callofdutyfr,reply
hasnain64465320,bilaal178,reply
davon_neutron,kontrolfreek,reply
gui007duktn,nvidiageforcefr,reply
voynikov10,callofdutyes,reply
amymkeen,papajohnsuk,reply
lishox,callofdutyuk,reply
nixtis,callofdutyuk,reply
perlou78,nvidiageforcefr,reply
gruenwalddrew,callofdutyuk,reply
jhscsgo,callofdutyuk,reply
zuxduhh,callofdutyuk,reply
boderock96,nvidiageforcees,reply
backupsayyzzzz,scuffrance,reply
pocketxtweet,callofdutyuk,reply
laminld75p,callofdutyfr,reply
el3vn_x,callofdutyes,reply
vicoswim,callofdutyfr,reply
brannydonowt,callofdutyuk,reply
reubeunerveux,callofdutyfr,reply
zachar00n,callofdutyuk,reply
javy_83,nvidiageforceuk,reply
zraja89,callofdutyuk,reply
jadenwya,callofdutyuk,reply
falladkhey,scuffrance,reply
_zkcn,nvidiageforcefr,reply
cormick_444,nvidiageforcefr,reply
roccatn00b,nvidiageforcede,reply
jorgiiboi,callofdutyuk,reply
gigiyancy,astrogaming,reply
zekouille_,nvidiageforcefr,reply
yt_goofygonwild,kontrolfreek,reply
peacefultk,kontrolfreek,reply
imexotiic,callofdutyuk,reply
morel_tely,scuffrance,reply
neysyd38,nvidiageforcefr,reply
vivic63,nvidiageforcefr,reply
matt2004hoop,callofdutyuk,reply
beardaggression,bnodesk,reply
arakawautbxb,callofdutyfr,reply
devlancegood,callofdutyuk,reply
yarebrowlee,scuffrance,reply
brotherlove723,callofdutyuk,reply
joeyymora,callofdutyuk,reply
fariha_1999,callofdutyuk,reply
evanalunette5,callofdutyfr,reply
boppochoppo,callofdutyuk,reply
dissidentsynth,callofdutyuk,reply
amiglew,threeuk,reply
itzfrostbow,callofdutyuk,reply
enzo_mqs94,scuffrance,reply
yt_goofygonwild,callofdutyuk,reply
thekera78,nvidiageforcefr,reply
bugray97,kontrolfreek,reply
charlz2003,callofdutyuk,reply
denzelhouse,nvidiageforcefr,reply
franck_duranton,callofdutyfr,reply
dom_bies,nvidiageforceuk,reply
munachobizness,callofdutyuk,reply
bk2dafuture,callofdutyuk,reply
bruhmoment555,astrogaminguk,reply
caveyh1,papajohnsuk,reply
gab_robs,callofdutyfr,reply
ibarbarian11,kontrolfreek,reply
pasquetowen,callofdutyfr,reply
pimpi_foto_di,callofdutyuk,reply
sweet_togo,nvidiageforcede,reply
9_djz3,callofdutyfr,reply
hayden_grhm00,astrogaming,reply
elunicodriguez,callofdutyuk,reply
antoine_hbn,nvidiageforcefr,reply
shamecestmoi,callofdutyfr,reply
astredge,threeuk,reply
bradleyparton24,callofdutyuk,reply
bruhmoment555,callofdutyuk,reply
thekera78,astrogamingfr,reply
ewanperson,pepito51150,reply
aku24716386,nvidiageforcefr,reply
lereindesirgibs,nvidiageforcefr,reply
yt_goofygonwild,threeuk,reply
batmanofstyle,nvidiageforcefr,reply
trejan_,callofdutyuk,reply
jaredsomerville,callofdutyuk,reply
hayes_8,nvidiageforceuk,reply
nixwey,scuffrance,reply
mgaragegamers_,callofdutyuk,reply
jamieparko203,callofdutyuk,reply
coolkid2493,callofdutyuk,reply
dread_fernova,callofdutyuk,reply
thebartouf,nvidiageforcefr,reply
cleancutvids,drbau5,reply
zheiqo_,callofdutyfr,reply
gamecubedatdude,callofdutyuk,reply
rekzcennad,callofdutyuk,reply
liamdouglas_,callofdutyuk,reply
gospyke,julozor,reply
itzxvillage,astrogaming,reply
ribeiro0498,callofdutyfr,reply
13upoissonbleu,nvidiageforcefr,reply
themondo117,callofdutyuk,reply
fredoccine,callofdutyuk,reply
nsmim89,nvidiageforcefr,reply
nixwey,callofdutyfr,reply
euhh_nan,nvidiageforcefr,reply
matteo5060,nvidiageforcefr,reply
blackboules,scuffrance,reply
niece64,boohooman,reply
chaywardd,callofdutyuk,reply
ewanpreece,callofdutyuk,reply
arckhus,callofdutyuk,reply
therealwatamy,scuffrance,reply
nearbtw_,scuffrance,reply
tannerdavis1010,astrogaming,reply
morticvs,nvidiageforcefr,reply
venomskf,scuffrance,reply
officialtrey205,callofdutyuk,reply
nsmim89,callofdutyfr,reply
extaafn,nvidiageforcefr,reply
smeshjitsuonly,callofdutyuk,reply
pixiefox4,callofdutyuk,reply
shayzyftn,scuffrance,reply
naxo_ops,callofdutyes,reply
growbros21,kontrolfreek,reply
ricki,callofdutyuk,reply
zydriix,nvidiageforcefr,reply
minichapax,mrxsoki,reply
aabatteries6,nvidiageforceuk,reply
ipopo20,nvidiageforcefr,reply
claptr4pp,callofdutyuk,reply
rage0420,callofdutyuk,reply
noahshafer5,callofdutyuk,reply
max11236,nvidiageforceuk,reply
cailloux07kayak,callofdutyfr,reply
rocketmankian,threeuk,reply
dovman64,callofdutyfr,reply
franckmoreau91,astrogamingfr,reply
jaerose5b90,threeuk,reply
hectorxmoreno,callofdutyuk,reply
cinderjj1,callofdutyuk,reply
exus_ftn,nvidiageforcefr,reply
gatehacker00,callofdutyuk,reply
_ssayf,scuffrance,reply
seboss2015,nvidiageforcede,reply
fittedcap247,callofdutyuk,reply
puzzledgerman,callofdutyuk,reply
canadaehuhc,noahshafer5,reply
xgravitiscoper,nvidiageforcede,reply
tiasmatv,callofdutyfr,reply
djbbb973,scuffrance,reply
thegagod,callofdutyuk,reply
din0fa,callofdutyuk,reply
ogcorrupter,callofdutyuk,reply
scintir6,threeuk,reply
chani235,callofdutyuk,reply
vvoodly_,callofdutyfr,reply
alvariitoo_00,mrxsoki,reply
aurelienpepin,nvidiageforcefr,reply
pisse2flute,nvidiageforcefr,reply
matt2004hoop,kontrolfreek,reply
finneyfungirl,astrogaminguk,reply
slufru,bencocoo61,reply
sammilburn28,callofdutyuk,reply
ole_199,callofdutyde,reply
_ssayf,nvidiageforcefr,reply
bapholemur,nvidiageforcees,reply
imcjtwitt,callofdutyuk,reply
badass_rocky,astrogaming,reply
connorhoward96,threeuk,reply
_zoom_2,callofdutyfr,reply
azerhtehq,nvidiageforcefr,reply
imflaash,nvidiageforcefr,reply
mattfryer91,threeuk,reply
omar333yt,callofdutyes,reply
dybala92i,callofdutyfr,reply
hikennosaabo,callofdutyfr,reply
cardenass__,nvidiageforcees,reply
fpxstarlord,astrogaming,reply
okimbangui,callofdutyfr,reply
erkan0_0,callofdutyuk,reply
hassxn60fps,callofdutyuk,reply
sarah12771,boohooman,reply
jamiieradcliffe,threeuk,reply
michailpapa,puzzledgerman,reply
exodus_multi,callofdutyfr,reply
torokszabolcs12,callofdutyuk,reply
snifflegully,callofdutyuk,reply
oliluc15,callofdutyfr,reply
reyn4x,nvidiageforcefr,reply
goldfishr2gud,callofdutyuk,reply
p4ss10nw4y,callofdutyuk,reply
wizraiku,callofdutyuk,reply
eduardovm96,callofdutyes,reply
maironvacherot,callofdutyfr,reply
forcesjd,callofdutyuk,reply
james_allen4,callofdutyuk,reply
juanfrael7,callofdutyes,reply
christheroche18,astrogaming,reply
ikeynooo,scuffrance,reply
james_allen4,callofdutyuk,reply
frenchbagueteop,nvidiageforcefr,reply
theocharron2,callofdutyfr,reply
antina__,scuffrance,reply
j0e1599,callofdutyuk,reply
hleymz,scuffrance,reply
nintendogeek64,callofdutyuk,reply
sarah12771,astrogaminguk,reply
powerhawk5000,callofdutyuk,reply
_dhuggs,kontrolfreek,reply
beggy_98,callofdutyuk,reply
kush1958,threeuk,reply
tornado_123452,nvidiageforcefr,reply
canadaehuhc,callofdutyuk,reply
___ayb___,callofdutyfr,reply
matteo5060,scuffrance,reply
westafleseul,nvidiageforcefr,reply
animitton,kontrolfreek,reply
samer_neo,kontrolfreek,reply
suadkrso,callofdutyfr,reply
eldish23,astrogaming,reply
ersinaryc,callofdutyfr,reply
avanteplays,callofdutyuk,reply
anais2codroipo,scuffrance,reply
sonicof67,nvidiageforcefr,reply
sakiaaaaa,scuffrance,reply
jaroldhernande6,astrogaming,reply
astro_bon,scuffrance,reply
vexulor,threeuk,reply
dsal1994,callofdutyuk,reply
bingbingrsc,callofdutyfr,reply
ozen_segaaa,nvidiageforcefr,reply
harrigarwood,callofdutyuk,reply
andrewwwww__,astrogaming,reply
lagameuse72400,scuffrance,reply
omar333yt,mrxsoki,reply
birdsarefake,goldfishr2gud,reply
itsxaiv,astrogaming,reply
antina__,callofdutyfr,reply
razeenraihan,threeuk,reply
opliz_kraken,nvidiageforcefr,reply
maxime_diels,scuffrance,reply
joan_alasta,callofdutyfr,reply
franckrsp,callofdutyfr,reply
captainpancakes,callofdutyuk,reply
mosesvangogh,callofdutyuk,reply
velveit6,callofdutyuk,reply
alvaroo23rm,callofdutyes,reply
eeki23,kontrolfreek,reply
o_1ne,callofdutyuk,reply
flodch00,nvidiageforcefr,reply
indio_peluchin,kontrolfreekes,reply
ym8009,callofdutyuk,reply
kenshiiro37,nvidiageforcefr,reply
flonityx,nvidiageforceuk,reply
ersinaryc,scuffrance,reply
anais2codroipo,callofdutyfr,reply
milez_cronino,callofdutyuk,reply
aus10cw,callofdutyuk,reply
chikixlli,scuffrance,reply
reb_remi,nvidiageforcefr,reply
twlch63,callofdutyuk,reply
rickettwalker,callofdutyuk,reply
jonbob18297457,nvidiageforceuk,reply
astro_bon,callofdutyfr,reply
iamkingofnorth,callofdutyuk,reply
mossywrld,callofdutyuk,reply
dani_blh,callofdutyfr,reply
covenstrstreams,callofdutyuk,reply
cpddanjames,threeuk,reply
rustymelvin,callofdutyuk,reply
roguebunny69,callofdutyuk,reply
thelucidcreativ,callofdutyuk,reply
mec_cool_123,callofdutyfr,reply
landynhoo_,nvidiageforcefr,reply
diamoisvibin,nvidiageforcefr,reply
seventrusttwit1,nvidiageforcefr,reply
tricky_frank,callofdutyuk,reply
mafa_jr_,nvidiageforcefr,reply
yobyoni,callofdutyuk,reply
666rhs666,callofdutyuk,reply
yesusstrike,callofdutyuk,reply
jaderaimond,landynhoo_,reply
quabeckjr,callofdutyuk,reply
sw1ft007,callofdutyfr,reply
flodch00,callofdutyfr,reply
marcdoto,callofdutyuk,reply
thomas8396,nvidiageforcefr,reply
maccaonline,callofdutyuk,reply
georgiapeplow_,callofdutyuk,reply
kartoon_tv,callofdutyfr,reply
alan45mendez,callofdutyuk,reply
ersking25,callofdutyfr,reply
itzystay,astrogaming,reply
djibs_sept_cinq,callofdutyfr,reply
shaunguillan,threeuk,reply
theowls94,callofdutyuk,reply
jderp71,callofdutyuk,reply
thereal_ewopp,callofdutyuk,reply
doumont_nicolas,nvidiageforcefr,reply
restiverhino,callofdutyuk,reply
emrea_42,callofdutyfr,reply
francky957,nvidiageforcefr,reply
minirehvaroc,nvidiageforcefr,reply
tylerwyatt55,kontrolfreek,reply
onelifecrip,nvidiageforcefr,reply
its_daa_vid,kontrolfreek,reply
mcginnis90,callofdutyuk,reply
vic14530,callofdutyuk,reply
mc_chrisss19,kontrolfreek,reply
twitch_aantho,callofdutyfr,reply
dorain_grey,callofdutyfr,reply
csolisgalindo,geekstoredotcom,reply
lil_titep,nvidiageforceuk,reply
mindofredd,callofdutyuk,reply
mariorm13_gcf,mrxsoki,reply
stephenframe10,callofdutyuk,reply
yeyehehe81,nvidiageforcees,reply
chillygfx,threeuk,reply
burnerspoon,nvidiageforcefr,reply
reaper_2062,callofdutyes,reply
__kingcole,xtank_,reply
kojecat,threeuk,reply
istevehd,callofdutyuk,reply
olvrwil,scuffrance,reply
cdlskrt,thenoahkrepps,reply
greenwood_91,callofdutyfr,reply
carlalalah,threeuk,reply
keyad121,callofdutyfr,reply
syawalbloo,callofdutyuk,reply
astro_bon,nvidiageforcefr,reply
cookedbreadman,callofdutyuk,reply
sasqog,callofdutyfr,reply
mlopezc7,playstationes,reply
florrainn,nvidiageforceuk,reply
pikatebi,nvidiageforcefr,reply
steamteam3211,callofdutyuk,reply
thebray,astrogaminguk,reply
noderspie16,nvidiageforcefr,reply
rorodzilla,nvidiageforcefr,reply
stonermarkk,callofdutyes,reply
samakamado,nvidiageforcefr,reply
karl_p78,nvidiageforcefr,reply
wild_osk,callofdutyes,reply
thenoahkrepps,callofdutyuk,reply
syd_blease,callofdutyuk,reply
thomashamel,callofdutyfr,reply
yoyogaming64,nvidiageforcefr,reply
realdeal7786,callofdutyuk,reply
hugohebert13,nvidiageforcefr,reply
douteauxodin,nvidiageforcefr,reply
niece64,astrogaminguk,reply
austinhopkins_2,callofdutyuk,reply
innershxdow,callofdutyuk,reply
powneed,scuffrance,reply
mikeeeg10,callofdutyuk,reply
mattcarroll1988,kontrolfreek,reply
juiceboxx94,callofdutyuk,reply
xfallenqueenx,callofdutyuk,reply
towninator24,callofdutyuk,reply
titomartinez971,callofdutyuk,reply
neoxes38,nvidiageforcefr,reply
3cash,callofdutyuk,reply
ross_mancini,callofdutyuk,reply
pineauliam,scuffrance,reply
tribtb,callofdutyuk,reply
codec__,callofdutyfr,reply
nykena,nvidiageforcefr,reply
lil_titep,astrogaminguk,reply
thundercloudzss,nvidiageforceuk,reply
quentindeimos,callofdutyfr,reply
pth0m_,callofdutyuk,reply
imodessy,callofdutyuk,reply
ninii90210,threeuk,reply
tochiba_sama,callofdutyfr,reply
69_lucxs,callofdutyfr,reply
a_human02,callofdutyuk,reply
anddreeeww,callofdutyuk,reply
mateuszdemczak,nvidiageforceuk,reply
prototypemixer,astrogaminguk,reply
cheepzy_,nvidiageforcefr,reply
suuurfgod,kontrolfreek,reply
isolegendary,callofdutyuk,reply
nikkimoe101,angelacrow67,reply
noilers_,nvidiageforcefr,reply
adrii________,scuffrance,reply
im_seeya,callofdutyfr,reply
icyoubrelatte,callofdutyuk,reply
codjunkiedotcom,kontrolfreek,reply
jamdogy,threeuk,reply
scarpo9,callofdutyuk,reply
lisa12349jane,astrogaminguk,reply
theoobrtt,nvidiageforcefr,reply
reyn4x,callofdutyfr,reply
dannylevans,astrogaminguk,reply
erbarto99,mrxsoki,reply
memogames17,callofdutyes,reply
sneakerlifeshop,kontrolfreek,reply
julekborth,callofdutyde,reply
petitfrereyanis,callofdutyfr,reply
sith_thrawn,callofdutyuk,reply
ncstrikr,callofdutyuk,reply
gateofsteiner69,kontrolfreek,reply
icecoolthe,nvidiageforcefr,reply
the_spectr3,callofdutyuk,reply
yves53215626,nvidiageforcefr,reply
adrii________,callofdutyfr,reply
lpeintree,callofdutyfr,reply
leeritsoncomp,callofdutyuk,reply
ryanhome2,threeuk,reply
jb3themvp,callofdutyuk,reply
monkeymk,callofdutyuk,reply
predcentral97,callofdutyuk,reply
xx_voltrixyt_xx,threeuk,reply
gandanf,nvidiageforcefr,reply
gt9gg6211,nvidiageforcefr,reply
deejayjollyjudd,seannnvt,reply
charlienoakes3,threeuk,reply
eddiega45842721,threeuk,reply
air422,callofdutyuk,reply
tuckix,callofdutyuk,reply
nebron46,callofdutyuk,reply
octanouille,callofdutyfr,reply
regs98,callofdutyuk,reply
mec_cool_123,callofdutyuk,reply
eikichi_tv,nvidiageforcefr,reply
coddy_72,threeuk,reply
starrytyler_,kontrolfreek,reply
mohifouk,callofdutyfr,reply
jjacobian_,nvidiageforceuk,reply
diego22989894,callofdutyuk,reply
clebiwan,nvidiageforcefr,reply
lotr_zik,callofdutyfr,reply
zachkraft45,peezy_20,reply
faker_993,kontrolfreekes,reply
pango____,nvidiageforcefr,reply
th0mas31,callofdutyfr,reply
abskater86,callofdutyuk,reply
coeurtreize,callofdutyfr,reply
jazzfatal,kontrolfreek,reply
tonygor63378557,callofdutyuk,reply
tomm__648,scuffrance,reply
leew97,threeuk,reply
kstorrm,callofdutyuk,reply
jjacobian_,callofdutyuk,reply
leonturns,callofdutyuk,reply
mohbtw_,kontrolfreek,reply
angodarel,scuffrance,reply
mec_cool_123,callofdutyes,reply
loannsauve,nvidiageforcefr,reply
kevdrimx,khewo_tm,reply
darkwolf77750,callofdutyuk,reply
jankl95,astrogamingde,reply
resortmyxton,callofdutyuk,reply
lotusdu936,callofdutyfr,reply
ambro__i,callofdutyuk,reply
no_buying,callofdutyde,reply
thomashamel,callofdutyuk,reply
rx7jfn,callofdutyuk,reply
abyssalvenom,callofdutyuk,reply
ultik99,nvidiageforcefr,reply
gusseteer,callofdutyuk,reply
aisslamk,callofdutyfr,reply
theocitronn,scuffrance,reply
not_rami_malek,kontrolfreek,reply
r34rgtr,astrogaminguk,reply
_twobi,scuffrance,reply
reaperrage1,astrogaming,reply
halokaa_,kontrolfreek,reply
thetrillmurry24,callofdutyuk,reply
ynk78382008,astrogamingde,reply
ambro__i,callofdutyuk,reply
wroalex,callofdutyde,reply
blk_dnt_crack,hardwired07,reply
abyssalvenom,astrogaminguk,reply
craigma62013319,callofdutyuk,reply
clivewheeler,threeuk,reply
sora034415,callofdutyuk,reply
lopesixtynine,callofdutyes,reply
coddy_72,astrogaminguk,reply
bzd_78,callofdutyfr,reply
itskiiingdre,callofdutyuk,reply
joshuamelchor8,kontrolfreek,reply
felixrchd,callofdutyfr,reply
mojo_motionless,callofdutyuk,reply
weeshigo,scuffrance,reply
helio_93,callofdutyuk,reply
andyjc75,callofdutyuk,reply
fnl_xanira,astrogamingfr,reply
alectron2,callofdutyuk,reply
simonestgentil,scuffrance,reply
kkkamurai,callofdutyfr,reply
thomashamel,callofdutyes,reply
neonthebossjri,nvidiageforcefr,reply
blk_dnt_crack,hardwired07,reply
colincownuts,astrogaming,reply
abyssalvenom,astrogaming,reply
kirubel8,callofdutyuk,reply
jaishah02,callofdutyuk,reply
