Source,Target,Tweet Type
jayvice2,callofdutyuk,reply
eternalpablo,callofdutyes,reply
garcit7,callofdutyes,reply
cxystic,threeuk,reply
jakeereeves,boohooman,reply
lxke_brm,callofdutyde,reply
mason96fred,callofdutyuk,reply
pierrelefort_,callofdutyfr,reply
valentinchenaux,callofdutyfr,reply
aisslamk,callofdutyfr,reply
noah68558875,callofdutyuk,reply
spartan_undead_,kontrolfreek,reply
surfingbryanray,kontrolfreek,reply
didactox,callofdutyfr,reply
senorchrisyt,callofdutyuk,reply
stuface,callofdutyuk,reply
bamitzbrittany,callofdutyuk,reply
oldiid,callofdutyfr,reply
rickygrizutti,fedegarciam,reply
hoblingre,sswenty_,reply
sebastienvarela,callofdutyfr,reply
leonderechte,callofdutyde,reply
ritzytunic_61,astrogaming,reply
dharmil0411,threeuk,reply
titi87mc,callofdutyfr,reply
viridionfx,nvidiageforcefr,reply
aandinho12,callofdutyuk,reply
synbios89,babkagecorp,reply
kimjlwons,callofdutyfr,reply
wildgooselive,callofdutyuk,reply
mrappiegamingfn,callofdutyuk,reply
vandertankk,callofdutyes,reply
frealrayane,callofdutyfr,reply
bengreenhough2,callofdutyuk,reply
meeptheduck,callofdutyuk,reply
ehrenmann236,callofdutyde,reply
xandrex21284543,nvidiageforcede,reply
paulph69,threeuk,reply
irufus61,boohooman,reply
flakracket_,callofdutyuk,reply
senpaihamster,nvidiageforcede,reply
shad0wfn,callofdutyuk,reply
olopes34,callofdutyuk,reply
heinrich88_,callofdutyfr,reply
kampa__,callofdutyes,reply
_espire_,callofdutyuk,reply
ereynomen,callofdutyfr,reply
scarchaos4,callofdutyuk,reply
lucasdu1612,nvidiageforcefr,reply
creepi854,astrogaming,reply
imjigzawhh,establishedtm,reply
gaetanbsd,scuffrance,reply
shatteredlight_,nvidiageforcefr,reply
powelly_96,callofdutyuk,reply
sermonslut,nvidiageforceuk,reply
dams42230,scuffrance,reply
alpacadabra_,scuffrance,reply
vegaztune,callofdutyde,reply
demi_puncheon,boohooman,reply
sinsemiaix,kontrolfreek,reply
samuel__jones,callofdutyuk,reply
osorue_,callofdutyfr,reply
mr_epok,callofdutyfr,reply
aleagr,nvidiageforcees,reply
ivanr_2099,kontrolfreekes,reply
negbima,callofdutyfr,reply
andydy23,callofdutyuk,reply
aiian_g,callofdutyfr,reply
granttheasian,callofdutyuk,reply
bally2787,callofdutyuk,reply
imgabinou,nvidiageforcefr,reply
meandmee_,nvidiageforcefr,reply
warcgrim,nvidiageforcefr,reply
gaby69_,nvidiageforcefr,reply
jasonmccann1701,astrogaminguk,reply
stuface,threeuk,reply
hewhoprances,astrogaming,reply
whiskeymystic,kontrolfreek,reply
shadowjeje1,nvidiageforcefr,reply
_nsnty,astrogaming,reply
dariodaz21,callofdutyuk,reply
hitorious,callofdutyuk,reply
twirlywhirly3,astrogaminguk,reply
sean99211,callofdutyuk,reply
rrtuk16,callofdutyuk,reply
hitman7701,callofdutyfr,reply
saucysaif,boohooman,reply
the_sock_llama,callofdutyuk,reply
saylestert,nvidiageforcefr,reply
sean_maxime,nvidiageforcefr,reply
faithfromhope,threeuk,reply
pr0tec,snakyy_,reply
claykeahey,callofdutyuk,reply
liloisking_,callofdutyuk,reply
jayt_ini,astrogaminguk,reply
ttvprincessjen,nvidiageforceuk,reply
traqv2,kontrolfreek,reply
santyy1306,nvidiageforcefr,reply
zmtzx,astrogaming,reply
madriddealers,callofdutyes,reply
flyingbluwe,callofdutyde,reply
_paulbertrand_,callofdutyfr,reply
xela_castr0,kontrolfreekes,reply
laurenevenden,callofdutyuk,reply
boolichemenalt1,callofdutyfr,reply
residentstevil7,callofdutyuk,reply
wreckr6s,nvidiageforceuk,reply
pottscalen,kontrolfreek,reply
garasebastien,astrogaminguk,reply
meaningbird,kontrolfreek,reply
officiallmao1,kontrolfreek,reply
dbler1,scuffrance,reply
didactox,scuffrance,reply
bob_bzh,nvidiageforcefr,reply
jluna_00,kontrolfreek,reply
carberry1994,astrogaminguk,reply
taylor24003779,steven02328512,reply
guatarican141,callofdutyuk,reply
mr1derful1,nvidiageforceuk,reply
agustinquest,callofdutyes,reply
goldenxone,astrogaming,reply
s_a_s_a_cy,boohooman,reply
oxydtv1,nvidiageforcefr,reply
pedroontheflux,callofdutyfr,reply
ykarsenti,nvidiageforcefr,reply
joshrtattoo,callofdutyuk,reply
madrox667,callofdutyde,reply
joeybrosif,callofdutyuk,reply
baileypostans,threeuk,reply
mackowi72317018,nvidiageforcefr,reply
ross76848544,threeuk,reply
gilleskvin1,nvidiageforcefr,reply
markfnbr,callofdutyuk,reply
xtantepolly,nvidiageforcede,reply
romamaac,callofdutyes,reply
almin_begovic,astrogaming,reply
ll_liamt_ll,somatyk_,reply
yaboithememe,callofdutyuk,reply
efxxz_eg,astrogaminguk,reply
xmizfrizzx,callofdutyuk,reply
laema82,nvidiageforcefr,reply
vinclipse,kontrolfreek,reply
lasx_v,scuffrance,reply
azaggal,nvidiageforcefr,reply
nathan_seaman,astrogaminguk,reply
svertyx,nvidiageforcefr,reply
luffy1103,callofdutyfr,reply
pabaptista,nvidiageforceuk,reply
draglion2020,callofdutyuk,reply
alpacadabra_,nvidiageforcefr,reply
ll_liamt_ll,callofdutyuk,reply
aka_reso,callofdutyfr,reply
beast_246,threeuk,reply
33gryann,scuffrance,reply
alyss1412,callofdutyfr,reply
marien_wski,nvidiageforcefr,reply
engine144hz,astrogamingfr,reply
brooklynpito22,callofdutyuk,reply
sev_edu,kontrolfreekes,reply
ryandi1995,nvidiageforcefr,reply
andrewcaceres17,astrogaming,reply
jamesjuanmo,callofdutyes,reply
matas_thomas,scuffrance,reply
predator64tina,astrogamingfr,reply
basedbenpai,nvidiageforceuk,reply
bydanixx11,kontrolfreekes,reply
angrykidreviews,callofdutyuk,reply
residentstevil7,astrogaminguk,reply
bazure_,nvidiageforceuk,reply
totelogia,callofdutyes,reply
nickwyatt12,callofdutyuk,reply
randomblackguiy,astrogaming,reply
willylebarjot,callofdutyfr,reply
dominisnow,callofdutyuk,reply
mrintake,nvidiageforceuk,reply
leew97,callofdutyuk,reply
kong_gorilla,astrogaminguk,reply
junyajuju,nvidiageforcefr,reply
manuwankenobi,mrxsoki,reply
cpfms,astrogaming,reply
julesthepulp,callofdutyuk,reply
exrx15,playstationde,reply
yuunkso,callofdutyfr,reply
48zose,nvidiageforcefr,reply
predator64tina,scuffrance,reply
s26750,callofdutyfr,reply
thetorete_cf,callofdutyes,reply
flowstar11_,callofdutyde,reply
datebane695,callofdutyfr,reply
98xbobo,callofdutyuk,reply
joe__hanny,callofdutyuk,reply
kruznn,nvidiageforceuk,reply
roxmot6,nvidiageforcefr,reply
ryanlaw14428212,threeuk,reply
bazure_,threeuk,reply
thefusioncell,ashleyjimenexx,reply
j0j0016,scuffrance,reply
theonlyzimcat,callofdutyuk,reply
kao_zak,callofdutyuk,reply
dr_ytb,callofdutyfr,reply
johnhigham13,callofdutyuk,reply
gotenks_77,nvidiageforcefr,reply
olientwistle15,astrogaminguk,reply
riaizu,callofdutyuk,reply
shushurocket,nvidiageforcefr,reply
junyajuju,scuffrance,reply
pdr91140,callofdutyfr,reply
camashhh,callofdutyfr,reply
ross76848544,nvidiageforceuk,reply
zestythomas,kontrolfreek,reply
morgan_cottrell,callofdutyuk,reply
crazk_ftn,nvidiageforcefr,reply
liamvaganay,nvidiageforcefr,reply
da_cunha_rv,callofdutyfr,reply
neryu_,scuffrance,reply
melanieplaysx,kontrolfreek,reply
juanpa778,kontrolfreekes,reply
craigbeza7,callofdutyuk,reply
jordanriesse,callofdutyuk,reply
tvc1111,threeuk,reply
s26750,callofdutyfr,reply
nathan_seaman,threeuk,reply
un1que_jam1e,orangecroc,reply
botpokey,nvidiageforcees,reply
b1smuth67,nvidiageforcefr,reply
adamkhalifa52,geekstoredotcom,reply
aka_reso,scuffrance,reply
lunchtodd,callofdutyuk,reply
warpezone,nvidiageforcefr,reply
franziwo105,callofdutyde,reply
daddycruz559,kontrolfreek,reply
eminem3dg,callofdutyuk,reply
gaming_lts,kontrolfreek,reply
visualsmazorx,nvidiageforcefr,reply
mlgshadow107,callofdutyuk,reply
thefusioncell,ashleyjimenexx,reply
dieubg16,scuffrance,reply
bradyestesbrady,callofdutyuk,reply
sltcloshi,callofdutyfr,reply
mdios_1,callofdutyuk,reply
margotclerc,callofdutyfr,reply
achromasx,astrogaminguk,reply
margardes_game,callofdutyes,reply
mackem_dan,callofdutyuk,reply
creuset2voyous,callofdutyfr,reply
hendrixdior,callofdutyuk,reply
swaysosaucy,kontrolfreek,reply
el_ownz,scuffrance,reply
vraizemer,scuffrance,reply
uwais451,astrogaminguk,reply
achromasx,callofdutyuk,reply
luke_hickling,callofdutyuk,reply
arthomy_,callofdutyfr,reply
ekansh__,callofdutyuk,reply
loniiizoo,callofdutyfr,reply
mentos631,nvidiageforcefr,reply
funkopopfan2,kontrolfreek,reply
thepasixp,callofdutyde,reply
belcaulfield,threeuk,reply
os_ribellu,nvidiageforcefr,reply
porky451,callofdutyfr,reply
blazecodm,callofdutyuk,reply
mlgshadow107,kontrolfreek,reply
zachary5401,callofdutyuk,reply
imlrod,callofdutyuk,reply
rhysl_,callofdutyuk,reply
benharmo1,callofdutyuk,reply
fares_6_9,callofdutyfr,reply
joshuaboydell,kontrolfreek,reply
albinolsson8,callofdutyuk,reply
prismoftn,nvidiageforcefr,reply
v12sync,kontrolfreek,reply
mtx_yass,scuffrance,reply
wan0o0wan,nvidiageforcefr,reply
81_safwan,astrogaminguk,reply
dillhonk,kontrolfreek,reply
exoozer,clairedbc,reply
zombytiguin,nvidiageforceuk,reply
toekneetm,astrogaming,reply
jonniekarma,astrogaminguk,reply
dierotegefahr,callofdutyde,reply
stiff2_0,nvidiageforcefr,reply
ijuanjom,playstationes,reply
wolvi1,kontrolfreek,reply
7moyusuf,astrogaminguk,reply
monkeyman16,callofdutyuk,reply
sofibaynham,boohooman,reply
sam1232004,whelan_ruairi,reply
nathan_seaman,boohooman,reply
xyros_67,callofdutyfr,reply
woody_team,threeuk,reply
robbbop,nvidiageforceuk,reply
zestythomas,astrogaming,reply
marcussmartstan,callofdutyuk,reply
andybianconerry,callofdutyfr,reply
julien_morelli,callofdutyfr,reply
manuelbertin80,callofdutyfr,reply
robotman797,kontrolfreek,reply
hburt0n,astrogaminguk,reply
rayhaniumm,nvidiageforcefr,reply
cr7ftw1,threeuk,reply
aquaticgaming92,threeuk,reply
chefclu,nvidiageforceuk,reply
defalcon_56,nvidiageforcefr,reply
mihailescuserg4,nvidiageforcefr,reply
the_truetarheel,kontrolfreek,reply
raaverso,nvidiageforcefr,reply
semiglk401,kontrolfreek,reply
reaperrandy5,kontrolfreek,reply
requiemsarch,astrogaming,reply
yoy57465717,threeuk,reply
loulou132loulou,nvidiageforcefr,reply
mackem_dan,astrogaminguk,reply
mariuslebon23,nvidiageforcefr,reply
lechaco95,nvidiageforcefr,reply
moonzy91,nvidiageforcefr,reply
remanuel287,astrogaminguk,reply
suicxde_benz,callofdutyuk,reply
wokoszn,callofdutyuk,reply
bajinahid,boohooman,reply
verumthedoctor,kontrolfreek,reply
wc818,kontrolfreek,reply
call_me_troy,callofdutyuk,reply
2dead2play,playstationde,reply
r3try3vooo,mrxsoki,reply
ow3n___,callofdutyuk,reply
ilyessra,nvidiageforcefr,reply
ijuanjom,callofdutyes,reply
grownwomangamer,kontrolfreek,reply
seamansharlin,boohooman,reply
jessneufcinq,nvidiageforcefr,reply
badzmoodz,callofdutyfr,reply
lucifortoon,threeuk,reply
spb_mecafreez,nvidiageforcefr,reply
soulslikegamer,ninja,reply
damnltkevin,callofdutyuk,reply
tplattss,astrogaminguk,reply
john_tn209,callofdutyuk,reply
rogue_inferno_,callofdutyuk,reply
prlt9,nvidiageforcefr,reply
matt_srs77,nvidiageforcefr,reply
uae1hero,nvidiageforceuk,reply
ladylacyc,kontrolfreek,reply
monkeyman16,astrogaminguk,reply
oliver89997104,callofdutyuk,reply
justinjamesdj,callofdutyuk,reply
juliesailing,nvidiageforcefr,reply
benjiman_92,callofdutyuk,reply
astrothrash,kontrolfreek,reply
leviackkermannn,callofdutyuk,reply
murie_paul,scuffrance,reply
ovolaille,callofdutyfr,reply
nationsdesign,nvidiageforcefr,reply
gsupremefuzzym,astrogaminguk,reply
xtantepolly,playstationde,reply
matt_srs77,scuffrance,reply
seamansharlin,threeuk,reply
thesnappywolf,astrogaming,reply
rekkr_201,kontrolfreek,reply
imarand0m,callofdutyfr,reply
alaricjpe,nvidiageforcefr,reply
bydanixx11,mrxsoki,reply
beanbolt,callofdutyuk,reply
velvtempo,callofdutyuk,reply
thefutmaster1,threeuk,reply
houdinator,callofdutyuk,reply
snow_dog12,nvidiageforcefr,reply
krawattenkrabs,callofdutyde,reply
dafreeeshprince,callofdutyuk,reply
dudelov95483072,callofdutyuk,reply
seamansharlin,astrogaminguk,reply
iiotfxsplashyii,kontrolfreek,reply
flynng19,nvidiageforceuk,reply
systemcillo,playstationes,reply
drille67,nvidiageforcefr,reply
ultra_msv,kontrolfreek,reply
victorneau,callofdutyfr,reply
zacharyfun5311,astrogaminguk,reply
johny_ark,kontrolfreek,reply
iskyone,nvidiageforcefr,reply
creasedsnow,callofdutyuk,reply
svg0rilla,callofdutyuk,reply
melvinhsct,scuffrance,reply
dukyys,callofdutyfr,reply
raymond33185430,kontrolfreek,reply
_lev1athan,kontrolfreek,reply
legacyadrian,callofdutyes,reply
ph1ltheee,callofdutyuk,reply
magicmike2punt0,scuffrance,reply
markyb_lfc9,nvidiageforceuk,reply
dean121286,papajohnsuk,reply
tgilit0,callofdutyes,reply
zaminthebeast,astrogaminguk,reply
jake_at_3am,kontrolfreek,reply
zeldoriss,nvidiageforcefr,reply
_zefenix,callofdutyfr,reply
polopolo67340,callofdutyfr,reply
x_cw,callofdutyuk,reply
maiikeel_,callofdutyes,reply
cyrilfire,nvidiageforcefr,reply
gor_gonzalez,callofdutyfr,reply
rafifi01,nvidiageforcefr,reply
andybianconerry,nvidiageforcefr,reply
vaulthunter863,callofdutyuk,reply
stubsyfn,threeuk,reply
rekkr_201,astrogaming,reply
lauracomper,callofdutyuk,reply
maathix,callofdutyfr,reply
nickjay80,kontrolfreek,reply
axerudono,callofdutyfr,reply
ginger_kid707,astrogaming,reply
aandinho12,astrogaming,reply
victorneau,scuffrance,reply
julysouter,callofdutyuk,reply
polopolo67340,scuffrance,reply
vanessa67v,callofdutyfr,reply
samothe11,callofdutyfr,reply
propheetth,nvidiageforcefr,reply
p_doblas,callofdutyes,reply
alphonseex,nvidiageforcefr,reply
nothingface_og,kontrolfreek,reply
joshadam02,astrogaminguk,reply
krixteraz,nvidiageforcefr,reply
big_ben_koala,nvidiageforcefr,reply
zacharyfun5311,callofdutyuk,reply
xcmr99,callofdutyuk,reply
kirstiemarquis,callofdutyuk,reply
thatasianjoel,callofdutyuk,reply
brettsneakers23,callofdutyuk,reply
theonlyalisonl,boohooman,reply
shadow_clan_off,scuffrance,reply
eziwix,callofdutyfr,reply
rockybilbo,nvidiageforcefr,reply
jairatemonbac,nvidiageforcefr,reply
na_ila_grn,scuffrance,reply
jayaustin304,callofdutyuk,reply
jwilliamson4652,callofdutyuk,reply
concours2malad1,nvidiageforcefr,reply
ro_maen,nvidiageforcefr,reply
lac1823a,astrogaming,reply
charlysurfer14,callofdutyes,reply
k1ng_k18,kontrolfreek,reply
camoranger1205,astrogaming,reply
adri69200,callofdutyfr,reply
jrslayz,callofdutyuk,reply
el_baudiooot,callofdutyfr,reply
rockybilbo,scuffrance,reply
v82chris,astrogaminguk,reply
guilhoulf,nvidiageforcefr,reply
lewis_hague,callofdutyuk,reply
travisb97,threeuk,reply
bromere_,crossterminal,reply
richlfc0121,astrogaminguk,reply
mister_sanpay,scuffrance,reply
bestaurel,callofdutyfr,reply
_sayson_,nvidiageforcede,reply
thelordluck,callofdutyuk,reply
depmano,nvidiageforcefr,reply
mrfredgaming,callofdutyfr,reply
speakman_harry,callofdutyuk,reply
omodtox,astrogaming,reply
clayton81303932,astrogaming,reply
concours2malad1,callofdutyfr,reply
amrkiller7,ledenyt,reply
_georgenyc,callofdutyuk,reply
bremerhaenger,playstationde,reply
third_division,callofdutyuk,reply
notmalcha,nvidiageforcefr,reply
liljj__,astrogaming,reply
rstonegraber,astrogaming,reply
le_thupten,callofdutyfr,reply
psychopafic,callofdutyuk,reply
braazy19xx,astrogaming,reply
st4ntro8865,callofdutyfr,reply
mynameowns,callofdutyuk,reply
k1ng_k18,callofdutyuk,reply
mordii44,callofdutyfr,reply
xrubarub,callofdutyes,reply
xx_5_gho5t_9_xx,callofdutyuk,reply
meechdaghost,nvidiageforceuk,reply
chalvicwa,threeuk,reply
cody_lufc,behzinga,reply
rmills05,boohooman,reply
andybianconerry,scuffrance,reply
kirstybettany,callofdutyuk,reply
joshadam02,threeuk,reply
eraxxz,boohooman,reply
mbristow387,boohooman,reply
guissartnolhan,scuffrance,reply
robin_nelle,scuffrance,reply
edfullrc,callofdutyfr,reply
sirjamesyboy,astrogaming,reply
davesfishmarket,astrogaming,reply
xenowarfare,callofdutyfr,reply
rocketmailmelia,kontrolfreek,reply
yhaekag,nvidiageforcefr,reply
kebabgamiing,nvidiageforcefr,reply
pegazed,nvidiageforcefr,reply
mrkarfa,mrxsoki,reply
louisehatt,callofdutyuk,reply
lhuilguo,callofdutyfr,reply
guzmanmichael88,astrogaming,reply
cartronjeremy,nvidiageforcefr,reply
fisio_22,mrxsoki,reply
mister_sanpay,nvidiageforcefr,reply
wbdesign972,callofdutyfr,reply
westexessay,geekstoredotcom,reply
fabzer__,callofdutyfr,reply
smelanyoo_,scuffrance,reply
harknessxbl,astrogaming,reply
feudala_,scuffrance,reply
lauracomper,threeuk,reply
nothingface_og,astrogaming,reply
y4nn_p,nvidiageforcefr,reply
zrevenge_,callofdutyfr,reply
dypsso_d_,scuffrance,reply
t0pii_,nvidiageforcefr,reply
julesfellous,callofdutyfr,reply
kingnasher1994,callofdutyuk,reply
pegazed,scuffrance,reply
kwatzz__,nvidiageforcefr,reply
carloos99__,callofdutyes,reply
_georgenyc,astrogaminguk,reply
hustlernature,kontrolfreek,reply
third_division,threeuk,reply
planetnerd_de,astrogamingde,reply
tommy_l1l,playstationde,reply
goats_hell,callofdutyfr,reply
ricardo7kaiser,callofdutyuk,reply
tristynedwards3,astrogaming,reply
hanocqaurelien,nvidiageforcefr,reply
feudala_,astrogamingfr,reply
agus_tugfa,callofdutyes,reply
chaz_sanchez,callofdutyuk,reply
vergar16,callofdutyuk,reply
el_rayden_,kontrolfreek,reply
jussomenonsense,kontrolfreek,reply
0sefdemavie,nvidiageforcefr,reply
rickymason4,mbristow387,reply
kcchris34,callofdutyfr,reply
sativa509,kontrolfreek,reply
imlord5962,callofdutyfr,reply
mohhas048,threeuk,reply
michaudjeremy1,scuffrance,reply
howaldtrevor30,callofdutyuk,reply
mist3rroo,astrogaming,reply
wallahellesuce,nvidiageforcefr,reply
nostpopok,scuffrance,reply
ro_mre,astrogamingfr,reply
vick_claire,threeuk,reply
magommxv,callofdutyuk,reply
lonely_gamerz,callofdutyfr,reply
imseanco,nvidiageforceuk,reply
therealronin416,callofdutyuk,reply
niivz__,nvidiageforcefr,reply
slideur1,nvidiageforcefr,reply
mrsabater,callofdutyes,reply
feudala_,callofdutyfr,reply
ienvy_beastyt,kontrolfreek,reply
juanlu_rl,callofdutyes,reply
maxettokoff,nvidiageforcefr,reply
xdarkphant0mx,astrogaming,reply
coollourawls,callofdutyuk,reply
jacobhadley11,kontrolfreek,reply
ch4mpszn,callofdutyuk,reply
felle028,kontrolfreek,reply
emeticgaming,callofdutyuk,reply
johnnyb53037331,nvidiageforcefr,reply
andybianconerry,astrogamingfr,reply
lynxx_lp,callofdutyfr,reply
rochesario,callofdutyuk,reply
angeldiisha,threeuk,reply
izakcorella7,callofdutyuk,reply
wooly_y,nvidiageforcefr,reply
bigwebb98,kontrolfreek,reply
tommarais92,callofdutyuk,reply
drbau5,nvidiageforceuk,reply
richdickyhayes,callofdutyuk,reply
romuloskovitch,lecr7ded4,reply
flintboy22,callofdutyuk,reply
trnturcanu,nvidiageforceuk,reply
0sefdemavie,scuffrance,reply
fenixslays,callofdutyuk,reply
kayzun17,nvidiageforcefr,reply
premierpetit,nvidiageforcefr,reply
fsinger59,callofdutyfr,reply
juliesailing,scuffrance,reply
mark4991o,callofdutyuk,reply
zac_connolly,callofdutyuk,reply
pioupiou67200,nvidiageforcefr,reply
theodel25,scuffrance,reply
marioromanusb,kontrolfreek,reply
paulph69,papajohnsuk,reply
6_yuri_66,scuffrance,reply
thekingmagina,callofdutyfr,reply
xwakachee,astrogaming,reply
adipxy,callofdutyuk,reply
neboo942,nvidiageforcefr,reply
alexisbramin,callofdutyfr,reply
eu_rickyy,astrogaminguk,reply
lvckshooterdzn,mrxsoki,reply
kemalaratbu,wbm312,reply
thewhelohd,callofdutyuk,reply
matthewilg,kontrolfreek,reply
gousse_dail,callofdutyfr,reply
rexyytaz,kontrolfreek,reply
tartifart,scuffrance,reply
2203saurabh,callofdutyuk,reply
cjburton03,kontrolfreek,reply
kemalaratbu,defcon,reply
dorain_grey,nvidiageforcefr,reply
ricaindu38,nvidiageforcefr,reply
aidan_jriches,joepettit249,reply
kemalaratbu,pimp_csgo,reply
melliodark,alxtnf,reply
kyle_cooper95,callofdutyuk,reply
lunikng,astrogamingfr,reply
classic_kill14,callofdutyde,reply
special_fred17,adipxy,reply
idlesquirrel,nvidiageforceuk,reply
1596solomon,kontrolfreek,reply
twoface9101,callofdutyde,reply
mohhoy1,nvidiageforcefr,reply
dazcontrol,callofdutyuk,reply
siggins_mike,callofdutyuk,reply
djill3148,callofdutyfr,reply
ghosteay,nvidiageforcede,reply
theisaac19,callofdutyes,reply
bresomarc,kontrolfreekes,reply
thcglier,threeuk,reply
ampstrue,callofdutyuk,reply
actonphilip,threeuk,reply
dylanbobmf,callofdutyfr,reply
tiim_o,nvidiageforcefr,reply
kirstybettany,threeuk,reply
johanankarl,callofdutyes,reply
im_clark_,callofdutyuk,reply
grinchunknown,callofdutyuk,reply
kevin_carette,scuffrance,reply
waechter7110,callofdutyuk,reply
x5611alex,callofdutyuk,reply
protoxique,callofdutyfr,reply
polipopo10,nvidiageforcefr,reply
n1njastahr,astrogaming,reply
leefzgamer,nvidiageforcefr,reply
arifp_,callofdutyuk,reply
styliixtv,nvidiageforcefr,reply
psych0n0un0urs,nvidiageforcefr,reply
ktb_21,callofdutyuk,reply
afcjoepatrick,threeuk,reply
yamilopr,kontrolfreek,reply
nicolas7499,nvidiageforcees,reply
thetbz,jamesjuanmo,reply
mckenny6,callofdutyuk,reply
alelexxxxx,scuffrance,reply
lauch_spargel,callofdutyuk,reply
c4codyw,astrogaming,reply
jedisaul65,kontrolfreek,reply
faytou,nvidiageforcefr,reply
sauceonmybagel,astrogaming,reply
kaitosu__,scuffrance,reply
spicyfishsticka,nvidiageforceuk,reply
neogrover,callofdutyuk,reply
glez9507,kontrolfreekes,reply
hellurhaley,callofdutyuk,reply
spidey_fan,callofdutyuk,reply
jaime_zafiro,nvidiageforcees,reply
exxiss1123,astrogaming,reply
_albertw3sk3r,callofdutyuk,reply
kemalaratbu,boohooman,reply
stanley66082308,threeuk,reply
mr__esteban,nvidiageforcefr,reply
saifp123,threeuk,reply
itsmaekeo,callofdutyuk,reply
craffiss,callofdutyfr,reply
waechter7110,nvidiageforcefr,reply
houckertl,nvidiageforcefr,reply
karim_mirka,nvidiageforcefr,reply
reeceharrisonn,callofdutyuk,reply
chiddy_ben,nvidiageforcefr,reply
laytonstewart_1,callofdutyuk,reply
ata27861486,callofdutyuk,reply
dixdouze15buro,nvidiageforcefr,reply
looweegi,nvidiageforceuk,reply
fadinha28,astrogaminguk,reply
yaoshih_lbt,nvidiageforcefr,reply
robiiiiin_,wallahellesuce,reply
siiiil3nt,nvidiageforcefr,reply
theze_lucas,nvidiageforcefr,reply
dongerjoe13,nvidiageforcede,reply
paulph69,callofdutyuk,reply
fuckruben,nvidiageforceuk,reply
darkinho_16,callofdutyfr,reply
alvar0_marchal,mrxsoki,reply
ephrum,astrogaming,reply
nbartomeo,domobellezza3,reply
thugpugspam,threeuk,reply
vaoa14,callofdutyfr,reply
lloydrobb,callofdutyuk,reply
wanegen47,callofdutyfr,reply
ceifador_rip,kontrolfreek,reply
aidanmu99,callofdutyuk,reply
z3dyssou,callofdutyfr,reply
noxyrion,nvidiageforcefr,reply
districts999,callofdutyuk,reply
fancutlerx,threeuk,reply
alchamolac1,scuffrance,reply
13112111c,callofdutyuk,reply
ldemazier,nvidiageforcefr,reply
alelexxxxx,nvidiageforcefr,reply
francisxck2,callofdutyes,reply
_fizzik_,nvidiageforcefr,reply
dylantuloooo,callofdutyuk,reply
louislh4,callofdutyfr,reply
bercanita,callofdutyuk,reply
waechter7110,nvidiageforceuk,reply
cobie_on_twitch,astrogaminguk,reply
unkn0wn1235,ch4mpszn,reply
tarnend,astrogaminguk,reply
mario_ogz,astrogaminguk,reply
johnnyv_ttv,astrogaming,reply
foxx_bb,astrogaminguk,reply
antoniomiguelea,mrxsoki,reply
luksortg,callofdutyfr,reply
fadinha28,callofdutyuk,reply
coops3k,callofdutyuk,reply
xufire_,nvidiageforcefr,reply
maat99s,callofdutyfr,reply
lauracomper,astrogaminguk,reply
blayandresdelre,callofdutyes,reply
biggzbg,callofdutyuk,reply
kayossx,callofdutyde,reply
vaoa14,astrogamingfr,reply
whyerenyy,nvidiageforceuk,reply
sparkssoykan,threeuk,reply
locopells,callofdutyuk,reply
rickyeverett,twitchonline,reply
__kaisel,scuffrance,reply
littlesteward_,nvidiageforcefr,reply
vaoa14,scuffrance,reply
yoyoamin69520,callofdutyfr,reply
torharrington,threeuk,reply
bl1stful,detrouty,reply
ik_officiel,scuffrance,reply
draxcat,callofdutyuk,reply
charlie55342036,callofdutyuk,reply
bufcraz,callofdutyuk,reply
mrsangiehull,papajohnsuk,reply
totoinecoche,nvidiageforcefr,reply
danny_resendiz7,kontrolfreek,reply
ata27861486,papajohnsuk,reply
pippyhunt,astrogaminguk,reply
cobie_on_twitch,callofdutyuk,reply
ilyess_936,callofdutyfr,reply
shaft03767828,nvidiageforcefr,reply
t1xe_,callofdutyde,reply
ozsfilou,callofdutyfr,reply
cl_gotohellol,threeuk,reply
bigg__tee_,callofdutyuk,reply
cptjujux,nvidiageforcefr,reply
lexyfr,nvidiageforcefr,reply
jackcookman1996,callofdutyuk,reply
akashiiyt_,scuffrance,reply
damandave89,callofdutyuk,reply
tnypeo,threeuk,reply
loriieloriie,callofdutyfr,reply
josh27973398,callofdutyuk,reply
amburton9,boohooman,reply
xxthebigbearxx,callofdutyuk,reply
imwimzy,callofdutyuk,reply
namsnamy1,callofdutyfr,reply
receiver_10,callofdutyuk,reply
leon_el_patron_,callofdutyfr,reply
r34rgtr,nvidiageforcefr,reply
iprydzyt,nvidiageforceuk,reply
rocha_92,callofdutyes,reply
_cocasse_,nvidiageforcefr,reply
_leafx,callofdutyde,reply
camronwn,callofdutyuk,reply
deadhsot26,threeuk,reply
chrisgamer2003,kontrolfreekes,reply
svge,threeuk,reply
ata27861486,threeuk,reply
boodlebugsmumma,callofdutyuk,reply
papalionel2,mrxsoki,reply
modolamathieu,scuffrance,reply
rpm3vg,kontrolfreekes,reply
sweatypr,kontrolfreek,reply
manuel180702,nvidiageforcede,reply
willymcfc,callofdutyuk,reply
kungfucornbread,callofdutyuk,reply
xortan_,nvidiageforcefr,reply
tactino96,callofdutyes,reply
jkbalr,callofdutyuk,reply
smashgamerde,nvidiageforceuk,reply
cevzarino,callofdutyuk,reply
x9monster,scuffrance,reply
vekslor,astrogaming,reply
